articul;category_path;name;txt;price;price_min;price_max;discount_formula;hide;recom;flag;to_xml;installation;gift_articul;gift_end_date;admin;p_tip;p_vid;p_svetovoj_potok;p_sila_toka;p_visota_plafona;p_srok_garantii;p_forma;p_koefficient_moschnosti;p_srok_sluzhbi;p_tip_rasseivatelya;p_ugol_osvescheniya;p_ekvivalentnaya_moschnost;p_cvet_plafona;p_cvet_osnovi;p_geometriya;p_visota;p_shirina;p_diametr;p_dlina;p_glubina;p_glubina_vrezki;p_diametr_vrezki;p_kolichestvo_lamp;p_moschnost_odnoj_lampi;p_tip_cokolya;p_stepen_vlagozaschiti;p_komplektnost_lampi;p_seriya;p_cvetovaya_temperatura;p_material_plafona;p_material_osnovi;p_srok_dostavki;p_proizvoditel
Eglo_87361;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 87361 Ona 1";"<p><strong><span class=""info"">Высота: 170<br />Ширина: 75<br />Лампы в комплекте: да<br />Выключатель: на лампе<br />Тип патрона: G9<br />Количество ламп: 1<br />Мощность: 40W<br />Цвет: античная бронза/шампань<br />Материал: металл/стекло</span></strong></p>";693;554;658;3%;0;0;0;1;45;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;;8;;17;;;;1;;;IP20;;"Ona 1";;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_87498;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 87498 Napoli 1";"<p><strong><span class=""info"">Высота: 215<br />Ширина: 280<br />Габарит от стены: 85<br />Тип патрона: Е27<br />Количество ламп: 1<br />Мощность: 100W<br />Цвет: красный<br />Материал: металл/стекло</span></strong></p>";433;347;433;4%N;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;22;;;18;;;;1;;;IP20;;"Napoli 1";;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_87521;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 87521 Bia";"<span class=""info""><b>Высота: 115<br />Ширина: 320<br />Габарит от стены: 90<br />Лампы в комплекте: да<br />Тип патрона: R7S<br />Количество ламп: 1<br />Мощность: 100W<br />Цвет: матовый никель<br />Материал: металл/стекло</b><br /></span>";852;681;852;0%ipN;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;12;;;32;;;;1;;;IP20;;Bia;;Металл;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_87523;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 87523 Bia";"<span class=""info""><strong>Высота: 115<br /> Ширина: 320<br /> Габарит от стены: 90<br /> Лампы в комплекте: да<br /> Тип патрона: R7S<br /> Количество ламп: 1<br /> Мощность: 100W<br /> Цвет: матовый никель<br /> Материал: металл</strong><br /> </span>";1046;837;994;11%ipN;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;12;;;32;;;;1;;;IP20;;Bia;;Металл;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_87534;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 87534 Mara";"<p><span class=""info""><strong>Высота: 245<br /> Ширина: 80<br /> Габарит от стены: 112<br /> Лампы в комплекте: да<br /> Выключатель: на лампе<br /> Тип патрона: G9<br /> Количество ламп: 1<br /> Мощность: 40W<br /> Цвет: матовый никель/опал<br /> Материал: металл/стекло</strong><br /> </span></p>";467;374;467;11ip;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;24,5;8;;;11,2;;;1;;;;;Mara;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_87537;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 87537 Mara";"<p><strong><span class=""info"">Высота: 245<br />Ширина: 80<br />Лампы в комплекте: да<br />Выключатель: на лампе<br />Тип патрона: G9<br />Количество ламп: 1<br />Мощность: 40W<br />Цвет: античная бронза/шампань<br />Материал: металл/стекло</span></strong></p>";893;714;848;;0;0;0;1;45;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;24,5;8;;;;;;1;;;;;Mara;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_87538;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 87538 Mara";"<b><span class=""info"">Высота: 410<br />Ширина: 92<br />Выключатель: на лампе<br />Тип патрона: Е14<br />Количество ламп: 1<br />Мощность: 60W<br />Цвет: античная бронза/шампань<br />Материал: металл/стекло</span></b>";1065;852;1012;9%N;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;41;9,2;;;15;;;1;;;IP20;;Mara;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_87547;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 87547 Togo";"<p><span class=""info""><strong>Высота: 360<br />Ширина: 85<br />Габарит от стены: 135<br />Выключатель: на лампе<br />Тип патрона: Е14<br />Количество ламп: 1<br />Мощность: 40W<br />Цвет: матовый никель<br />Материал: металл/стекло руч.работы</strong><br /></span></p>";412;330;391;3%ipN;0;0;0;1;45;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;36;8,5;;;13,5;;;1;;;;;Togo;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_87554;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 87554 Sasso";"<p><strong><span class=""info"">Высота: 280<br />Ширина: 142<br />Габарит от стены: 160<br />Лампы в комплекте: да<br />Выключатель: на лампе<br />Тип патрона: Е14<br />Количество ламп: 1<br />Мощность: 40W<br />Цвет: матовый никель/красный/белый металл/стекло</span></strong></p>";480;384;456;19%N;0;0;0;1;45;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;28;14,2;;;16;;;1;;;;;Sasso;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_87619;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 87619 Sambuca";"<p><strong>Ширина: 285 мм</strong><br /><strong>Высота: 170 мм</strong><br /><strong>Диаметр: 285 мм</strong><br /><strong>Количество ламп: 2</strong><br /><strong>Лампочки в комплекте: Да</strong><br /><strong>Макс. мощность лампы: 40 Вт</strong><br /><strong>Тип цоколя: G9</strong><br /><strong>Напряжение: 220 В</strong><br /><strong>Цвет: хром, антрацит</strong><br /><strong>Материал: металл</strong><br /><strong>Степень пыле-влагозащиты: IP20</strong></p>";473;379;473;6ip;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;17;28,5;;;;;;2;;;IP20;;Sambuca;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_87636;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 87636 Atria";"<p><strong>Количество ламп: 1</strong><br /><strong>Мощность лампы, Вт: 60 Вт</strong><br /><strong>Тип цоколя: Е14</strong><br /><strong>Лампа в комплекте: да</strong><br /><strong>Цвет: матовый никель</strong><br /><strong>Материал:металл / стекло</strong><br /><strong>Степень пыле-влагозащиты :IP20</strong></p>";426;341;405;1N;0;0;0;1;0;Nowodvorski_6895;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;17;15,2;;11;;;;1;;;IP20;;Atria;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_87674;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 87674 Io";"<p><strong><span class=""info"">Высота: 350<br />Ширина: 115<br />Габарит от стены: 160<br />Лампы в комплекте: да<br />Выключатель: на лампе<br />Тип патрона: G9<br />Количество ламп: 1<br />Мощность: 40W<br />Цвет: матовый никель/белый/красный<br />Материал: металл/стекло руч.работы</span></strong></p>";367;294;367;;0;0;0;1;45;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;35;11,5;;;16;;;1;;;;;Io;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_87791;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 87791 Pascal 1";"<strong><br /> <span class=""info"">Высота: 480<br /> Ширина: 180<br /> Габарит от стены: 120<br /> Тип патрона: Е14<br /> Количество ламп: 1<br /> Мощность: 60W<br /> Цвет: матовый никель/белый<br /> Материал: металл/стекло<br /> </span></strong><br />";1485;1188;1485;3%N;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;48;18;;;12;;;1;;;IP20;;"Pascal 1";;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_87792;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 87792 Pascal 1";"<span class=""info""><b>Высота: 700<br />Ширина: 220<br />Габарит от стены: 150<br />Тип патрона: Е27<br />Количество ламп: 1<br />Мощность: 100W<br />Цвет: матовый никель/белый<br />Материал: металл/стекло</b><br /></span>";2375;1900;2256;12%N;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;70;22;;;15;;;1;;;IP20;;"Pascal 1";;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_87793;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 87793 Pascal 1";"<b><span class=""info"">Высота: 480<br />Ширина: 180<br />Тип патрона: Е14<br />Количество ламп: 1<br />Мощность: 60W<br />Цвет: античная бронза/лайм<br />Материал: металл/стекло</span></b>";1086;869;1032;;0;0;0;1;45;Nowodvorski_6895;20.11.2001;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;48;18;;;12;;;1;;;IP20;;"Pascal 1";;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_87794;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 87794 Pascal 1";"<b><span class=""info"">Высота: 700<br />Ширина: 220<br />Тип патрона: Е27<br />Количество ламп: 1<br />Мощность: 100W<br />Цвет: античная бронза/лайм<br />Материал: металл/стекло</span></b>";2152;1721;2044;;0;0;0;1;0;Nowodvorski_6895;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;70;22;;;15;;;1;;;IP20;;"Pascal 1";;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
