id;articul;category_path;name;txt;price;price_min;price_max;discount_formula;hide;recom;flag;to_xml;installation;gift_articul;gift_end_date;admin;p_tip;p_vid;p_svetovoj_potok;p_sila_toka;p_visota_plafona;p_srok_garantii;p_forma;p_koefficient_moschnosti;p_srok_sluzhbi;p_tip_rasseivatelya;p_ugol_osvescheniya;p_ekvivalentnaya_moschnost;p_cvet_plafona;p_cvet_osnovi;p_geometriya;p_visota;p_shirina;p_diametr;p_dlina;p_glubina;p_glubina_vrezki;p_diametr_vrezki;p_kolichestvo_lamp;p_moschnost_odnoj_lampi;p_tip_cokolya;p_stepen_vlagozaschiti;p_komplektnost_lampi;p_seriya;p_cvetovaya_temperatura;p_material_plafona;p_material_osnovi;p_srok_dostavki;p_proizvoditel
5138;Eglo_93938;"Внутреннее освещение/Люстры";"Eglo 93938 Rondo 2";"<p><span style=""font-size: 10pt;"">РАЗМЕРЫ</span><br /><span style=""font-size: 10pt;"">Высота: 1100 mm</span><br /><span style=""font-size: 10pt;"">&Oslash;: 300 mm</span><br /><span style=""font-size: 10pt;"">Вес: 3,014 kg</span><br /><span style=""font-size: 10pt;"">ЛАМПА</span><br /><span style=""font-size: 10pt;"">Розетка: LED</span><br /><span style=""font-size: 10pt;"">Осветительный прибор: LED</span><br /><span style=""font-size: 10pt;"">Лампа в наличии: да</span><br /><span style=""font-size: 10pt;"">Мощность х Количество: 4x 4,5W</span><br /><span style=""font-size: 10pt;"">Световой пучок: 1680 lm</span><br /><span style=""font-size: 10pt;"">Свет лампы: 2700-5000K tuneable white</span><br /><span style=""font-size: 10pt;"">Средняя продолжительность работы: 25 000 h</span><br /><span style=""font-size: 10pt;"">Сменный светодиод: Да</span><br /><span style=""font-size: 10pt;"">с функций диммера : Да</span><br /><span style=""font-size: 10pt;"">МАТЕРИАЛ И ЦВЕТ ЛАМПЫ &amp;</span><br /><span style=""font-size: 10pt;"">Материал корпуса лампы: сталь</span><br /><span style=""font-size: 10pt;"">Цвет корпуса лампы: никель матовый</span><br /><span style=""font-size: 10pt;"">Стекло/ Материал плафона: опаловое стекло</span><br /><span style=""font-size: 10pt;"">Стекло/ Цвет плафона: белый</span><br /><span style=""font-size: 10pt;"">ДОПОЛНИТЕЛЬНЫЕ ФУНКЦИИ</span><br /><span style=""font-size: 10pt;"">Remote Control: да</span><br /><span style=""font-size: 10pt;"">Батарея: да</span><br /><span style=""font-size: 10pt;"">ТЕХНИЧЕСКАЯ ИНФОРМАЦИЯ</span><br /><span style=""font-size: 10pt;"">Уровень защиты: IP20</span><br /><span style=""font-size: 10pt;"">Защитное стекло: 2</span><br /><span style=""font-size: 10pt;"">Линейное напряжение: 220-240V,50/60Hz</span><br /><span style=""font-size: 10pt;"">Рабочее напряжение: 24V</span></p>";4823;3858;4823;9%;0;0;0;0;0;;00.00.0000;;"Одиночные;С пультом;Светодиодные";"Подвесные светильники";;;;;;;;;;;;;;110;;30;;;;;1;;;IP20;;"Rondo 2";;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
5139;Eglo_93939;"Внутреннее освещение/Люстры";"Eglo 93939 Optica 3";"<table class=""ui compact table segment""> <tr><th>Свойство</th> <th>Значение</th> </tr> <tr><td>Артикул</td> <td>93939</td></tr> <tr> <td>Серия</td> <td>OPTICA 3</td> </tr> <tr> <td>Материал арматуры</td> <td>Сталь</td> </tr> <tr> <td>Цвет арматуры</td> <td>никель матовый</td> </tr> <tr> <td>Материал плафона</td> <td>опаловое стекло,</td> </tr> <tr> <td>Цвет плафонов</td> <td>белый</td> </tr> <tr> <td>Высота</td> <td>1100</td> </tr> <tr> <td>Диаметр</td> <td>445</td> </tr> <tr> <td>Световой поток</td> <td>2400</td> </tr> <tr> <td>Цвет LED</td> <td>регулируемый белый</td> </tr> <tr> <td>Цветовая температура</td> <td>2750</td> </tr> <tr> <td>Вес светильника (кг)</td> <td>3.616</td> </tr> <tr> <td>Цоколь </td> <td>LED</td> </tr> <tr> <td>Мощность ламп</td> <td>22W</td> </tr> <tr> <td>Выключатель в комплекте</td> <td>без выключателя</td> </tr> <tr> <td>Описание товара</td> <td>Светодиодный подвес OPTICA 3 с пультом и диммером, 24W (LED), ?445, никель/опаловый</td> </tr> <tr> <td>Лампы в комплекте</td> <td>да</td> </tr> <tr> <td>IP</td> <td>IP20</td> </tr> <tr> <td>Бренд</td> <td>Eglo</td> </tr> <tr> <td>Страна</td> <td>Австрия</td> </tr> </table>";6205;4964;6205;2%;0;0;0;0;45;;00.00.0000;;"Одиночные;С пультом;Светодиодные;Шары";"Подвесные светильники";;;;;;;;;;;;;;110;;45;;;;;1;;;IP20;;"Optica 3";;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
5278;Eglo_94155;"Внутреннее освещение/Люстры";"Eglo 94155 Cartama";"<table class=""ui compact table segment""> <tr><th>Свойство</th> <th>Значение</th> </tr> <tr><td>Артикул</td> <td>94155</td></tr> <tr> <td>Серия</td> <td>CARTAMA</td> </tr> <tr> <td>Материал арматуры</td> <td>Сталь</td> </tr> <tr> <td>Цвет арматуры</td> <td>хром</td> </tr> <tr> <td>Материал плафона</td> <td>пластик,</td> </tr> <tr> <td>Цвет плафонов</td> <td>прозрачный, матовый</td> </tr> <tr> <td>Высота</td> <td>80</td> </tr> <tr> <td>Длина</td> <td>580</td> </tr> <tr> <td>Ширина</td> <td>90</td> </tr> <tr> <td>Световой поток</td> <td>1440</td> </tr> <tr> <td>Цвет LED</td> <td>теплый белый</td> </tr> <tr> <td>Цветовая температура</td> <td>3000</td> </tr> <tr> <td>Вес светильника (кг)</td> <td>0.938</td> </tr> <tr> <td>Цоколь </td> <td>LED</td> </tr> <tr> <td>Мощность ламп</td> <td>3X4,5W</td> </tr> <tr> <td>Выключатель в комплекте</td> <td>без выключателя</td> </tr> <tr> <td>Лампы в комплекте</td> <td>да</td> </tr> <tr> <td>IP</td> <td>IP20</td> </tr> <tr> <td>Бренд</td> <td>Eglo</td> </tr> <tr> <td>Страна</td> <td>Австрия</td> </tr> <tr> <td>Страница каталога</td> <td>268</td> </tr> </table>";2271;1817;2157;18%ipN;0;0;0;0;45;;00.00.0000;;"Потолочные;Светодиодные";Люстры;;;;;;;;;;;;;;8;9;;58;;;;3;;;IP20;;Cartama;;Пластик;Металл;"1-2 дня";"Eglo (Австрия)"
5279;Eglo_94156;"Внутреннее освещение/Люстры";"Eglo 94156 Cartama";"<table class=""ui compact table segment""> <tr><th>Свойство</th> <th>Значение</th> </tr> <tr><td>Артикул</td> <td>94156</td></tr> <tr> <td>Серия</td> <td>CARTAMA</td> </tr> <tr> <td>Материал арматуры</td> <td>Сталь</td> </tr> <tr> <td>Цвет арматуры</td> <td>хром</td> </tr> <tr> <td>Материал плафона</td> <td>пластик,</td> </tr> <tr> <td>Цвет плафонов</td> <td>прозрачный, матовый</td> </tr> <tr> <td>Высота</td> <td>80</td> </tr> <tr> <td>Длина</td> <td>780</td> </tr> <tr> <td>Ширина</td> <td>90</td> </tr> <tr> <td>Световой поток</td> <td>1920</td> </tr> <tr> <td>Цвет LED</td> <td>теплый белый</td> </tr> <tr> <td>Цветовая температура</td> <td>3000</td> </tr> <tr> <td>Вес светильника (кг)</td> <td>1.208</td> </tr> <tr> <td>Цоколь </td> <td>LED</td> </tr> <tr> <td>Мощность ламп</td> <td>4X4,5W</td> </tr> <tr> <td>Выключатель в комплекте</td> <td>без выключателя</td> </tr> <tr> <td>Лампы в комплекте</td> <td>да</td> </tr> <tr> <td>IP</td> <td>IP20</td> </tr> <tr> <td>Бренд</td> <td>Eglo</td> </tr> <tr> <td>Страна</td> <td>Австрия</td> </tr> <tr> <td>Страница каталога</td> <td>268</td> </tr> </table>";2938;2350;2938;35ip;0;0;0;0;0;;00.00.0000;;"Потолочные;Светодиодные";Люстры;;;;;;;;;;;;;;8;9;;78;;;;4;;;IP20;;Cartama;;Пластик;Металл;"1-2 дня";"Eglo (Австрия)"
5280;Eglo_94157;"Внутреннее освещение/Люстры";"Eglo 94157 Cartama";"<table class=""ui compact table segment""> <tr><th>Свойство</th> <th>Значение</th> </tr> <tr><td>Артикул</td> <td>94157</td></tr> <tr> <td>Серия</td> <td>CARTAMA</td> </tr> <tr> <td>Материал арматуры</td> <td>Сталь</td> </tr> <tr> <td>Цвет арматуры</td> <td>хром</td> </tr> <tr> <td>Материал плафона</td> <td>пластик,</td> </tr> <tr> <td>Цвет плафонов</td> <td>прозрачный, матовый</td> </tr> <tr> <td>Высота</td> <td>80</td> </tr> <tr> <td>Длина</td> <td>980</td> </tr> <tr> <td>Ширина</td> <td>90</td> </tr> <tr> <td>Световой поток</td> <td>2400</td> </tr> <tr> <td>Цвет LED</td> <td>теплый белый</td> </tr> <tr> <td>Цветовая температура</td> <td>3000</td> </tr> <tr> <td>Вес светильника (кг)</td> <td>1.510</td> </tr> <tr> <td>Цоколь </td> <td>LED</td> </tr> <tr> <td>Мощность ламп</td> <td>5X4,5W</td> </tr> <tr> <td>Выключатель в комплекте</td> <td>без выключателя</td> </tr> <tr> <td>Лампы в комплекте</td> <td>да</td> </tr> <tr> <td>IP</td> <td>IP20</td> </tr> <tr> <td>Бренд</td> <td>Eglo</td> </tr> <tr> <td>Страна</td> <td>Австрия</td> </tr> <tr> <td>Страница каталога</td> <td>268</td> </tr> </table>";3638;2910;3638;6%;0;0;0;0;45;;00.00.0000;;"Потолочные;Светодиодные";Люстры;;;;;;;;;;;;;;8;9;;98;;;;5;;;IP20;;Cartama;;Пластик;Металл;"1-2 дня";"Eglo (Австрия)"
5281;Eglo_94158;"Внутреннее освещение/Люстры";"Eglo 94158 Cartama";"<table class=""ui compact table segment""> <tr><th>Свойство</th> <th>Значение</th> </tr> <tr><td>Артикул</td> <td>94158</td></tr> <tr> <td>Серия</td> <td>CARTAMA</td> </tr> <tr> <td>Материал арматуры</td> <td>Сталь</td> </tr> <tr> <td>Цвет арматуры</td> <td>хром</td> </tr> <tr> <td>Материал плафона</td> <td>пластик,</td> </tr> <tr> <td>Цвет плафонов</td> <td>прозрачный, матовый</td> </tr> <tr> <td>Высота</td> <td>80</td> </tr> <tr> <td>Длина</td> <td>575</td> </tr> <tr> <td>Ширина</td> <td>115</td> </tr> <tr> <td>Световой поток</td> <td>1440</td> </tr> <tr> <td>Цвет LED</td> <td>теплый белый</td> </tr> <tr> <td>Цветовая температура</td> <td>3000</td> </tr> <tr> <td>Вес светильника (кг)</td> <td>0.958</td> </tr> <tr> <td>Цоколь </td> <td>LED</td> </tr> <tr> <td>Мощность ламп</td> <td>3X4,5W</td> </tr> <tr> <td>Выключатель в комплекте</td> <td>без выключателя</td> </tr> <tr> <td>Лампы в комплекте</td> <td>да</td> </tr> <tr> <td>IP</td> <td>IP20</td> </tr> <tr> <td>Бренд</td> <td>Eglo</td> </tr> <tr> <td>Страна</td> <td>Австрия</td> </tr> <tr> <td>Страница каталога</td> <td>268</td> </tr> </table>";2274;1819;2274;4%ipN;0;0;0;0;45;;00.00.0000;;"Потолочные;Светодиодные";Люстры;;;;;;;;;;;;;;8;11,5;;57,5;;;;3;;;IP20;;Cartama;;Пластик;Металл;"1-2 дня";"Eglo (Австрия)"
5282;Eglo_94159;"Внутреннее освещение/Люстры";"Eglo 94159 Cartama";"<table class=""ui compact table segment""> <tr><th>Свойство</th> <th>Значение</th> </tr> <tr><td>Артикул</td> <td>94159</td></tr> <tr> <td>Серия</td> <td>CARTAMA</td> </tr> <tr> <td>Материал арматуры</td> <td>Сталь</td> </tr> <tr> <td>Цвет арматуры</td> <td>хром</td> </tr> <tr> <td>Материал плафона</td> <td>пластик,</td> </tr> <tr> <td>Цвет плафонов</td> <td>прозрачный, матовый</td> </tr> <tr> <td>Высота</td> <td>80</td> </tr> <tr> <td>Длина</td> <td>775</td> </tr> <tr> <td>Ширина</td> <td>115</td> </tr> <tr> <td>Световой поток</td> <td>1920</td> </tr> <tr> <td>Цвет LED</td> <td>теплый белый</td> </tr> <tr> <td>Цветовая температура</td> <td>3000</td> </tr> <tr> <td>Вес светильника (кг)</td> <td>1.215</td> </tr> <tr> <td>Цоколь </td> <td>LED</td> </tr> <tr> <td>Мощность ламп</td> <td>4X4,5W</td> </tr> <tr> <td>Выключатель в комплекте</td> <td>без выключателя</td> </tr> <tr> <td>Лампы в комплекте</td> <td>да</td> </tr> <tr> <td>IP</td> <td>IP20</td> </tr> <tr> <td>Бренд</td> <td>Eglo</td> </tr> <tr> <td>Страна</td> <td>Австрия</td> </tr> <tr> <td>Страница каталога</td> <td>269</td> </tr> </table>";2947;2358;2947;104N;0;0;0;0;45;;00.00.0000;;"Потолочные;Светодиодные";Люстры;;;;;;;;;;;;;;8;11,5;;77,5;;;;4;;;IP20;;Cartama;;Пластик;Металл;"1-2 дня";"Eglo (Австрия)"
5283;Eglo_94161;"Внутреннее освещение/Люстры";"Eglo 94161 Cartama";"<table class=""ui compact table segment""> <tr><th>Свойство</th> <th>Значение</th> </tr> <tr><td>Артикул</td> <td>94161</td></tr> <tr> <td>Серия</td> <td>CARTAMA</td> </tr> <tr> <td>Материал арматуры</td> <td>Сталь</td> </tr> <tr> <td>Цвет арматуры</td> <td>хром</td> </tr> <tr> <td>Материал плафона</td> <td>пластик,</td> </tr> <tr> <td>Цвет плафонов</td> <td>прозрачный, матовый</td> </tr> <tr> <td>Высота</td> <td>80</td> </tr> <tr> <td>Длина</td> <td>975</td> </tr> <tr> <td>Ширина</td> <td>115</td> </tr> <tr> <td>Световой поток</td> <td>2400</td> </tr> <tr> <td>Цвет LED</td> <td>теплый белый</td> </tr> <tr> <td>Цветовая температура</td> <td>3000</td> </tr> <tr> <td>Вес светильника (кг)</td> <td>1.490</td> </tr> <tr> <td>Цоколь </td> <td>LED</td> </tr> <tr> <td>Мощность ламп</td> <td>5X4,5W</td> </tr> <tr> <td>Выключатель в комплекте</td> <td>без выключателя</td> </tr> <tr> <td>Лампы в комплекте</td> <td>да</td> </tr> <tr> <td>IP</td> <td>IP20</td> </tr> <tr> <td>Бренд</td> <td>Eglo</td> </tr> <tr> <td>Страна</td> <td>Австрия</td> </tr> <tr> <td>Страница каталога</td> <td>269</td> </tr> </table>";3408;2727;3238;5%ipN;0;0;0;0;45;Nowodvorski_6895;20.11.2001;;"Потолочные;Светодиодные";Люстры;;;;;;;;;;;;;;8;11,5;;97,5;;;;5;;;IP20;;Cartama;;Пластик;Металл;"1-2 дня";"Eglo (Австрия)"
5352;Eglo_94251;"Внутреннее освещение/Люстры";"Eglo 94251 locanda";"<table class=""ui compact table segment""> <tr><th>Свойство</th> <th>Значение</th> </tr> <tr><td>Артикул</td> <td>94251</td></tr> <tr> <td>Серия</td> <td>LOCANDA</td> </tr> <tr> <td>Материал арматуры</td> <td>Сталь</td> </tr> <tr> <td>Цвет арматуры</td> <td>никель матовый, хром</td> </tr> <tr> <td>Длина</td> <td>850</td> </tr> <tr> <td>Ширина</td> <td>480</td> </tr> <tr> <td>Вес светильника (кг)</td> <td>1.445</td> </tr> <tr> <td>Цоколь </td> <td>GU10-LED</td> </tr> <tr> <td>Мощность ламп</td> <td>5X3W</td> </tr> <tr> <td>Выключатель в комплекте</td> <td>без выключателя</td> </tr> <tr> <td>Лампы в комплекте</td> <td>да</td> </tr> <tr> <td>IP</td> <td>IP20</td> </tr> <tr> <td>Бренд</td> <td>Eglo</td> </tr> <tr> <td>Страна</td> <td>Австрия</td> </tr> <tr> <td>Страница каталога</td> <td>467</td> </tr> </table>";3452;2761;3279;36ip;0;0;0;0;45;;00.00.0000;;Светодиодные;Люстры;;;;;;;;;;;;;;;48;;85;;;;5;;;IP20;;locanda;;Металл;Металл;"1-2 дня";"Eglo (Австрия)"
5353;Eglo_94252;"Внутреннее освещение/Люстры";"Eglo 94252 locanda";"<table class=""ui compact table segment""> <tr><th>Свойство</th> <th>Значение</th> </tr> <tr><td>Артикул</td> <td>94252</td></tr> <tr> <td>Серия</td> <td>LOCANDA</td> </tr> <tr> <td>Материал арматуры</td> <td>Сталь</td> </tr> <tr> <td>Цвет арматуры</td> <td>белый, хром</td> </tr> <tr> <td>Длина</td> <td>850</td> </tr> <tr> <td>Ширина</td> <td>480</td> </tr> <tr> <td>Вес светильника (кг)</td> <td>1.470</td> </tr> <tr> <td>Цоколь </td> <td>GU10-LED</td> </tr> <tr> <td>Мощность ламп</td> <td>5X3W</td> </tr> <tr> <td>Выключатель в комплекте</td> <td>без выключателя</td> </tr> <tr> <td>Лампы в комплекте</td> <td>да</td> </tr> <tr> <td>IP</td> <td>IP20</td> </tr> <tr> <td>Бренд</td> <td>Eglo</td> </tr> <tr> <td>Страна</td> <td>Австрия</td> </tr> <tr> <td>Страница каталога</td> <td>467</td> </tr> </table>";3456;2765;3456;6%;0;0;0;0;0;Nowodvorski_6895;00.00.0000;;Светодиодные;Люстры;;;;;;;;;;;;;;;48;;85;;;;5;;;IP20;;locanda;;Металл;Металл;"1-2 дня";"Eglo (Австрия)"
5581;Lumicerna_LC-101.1.04;"Внутреннее освещение/Люстры";"Lumicerna LC-101.1.04 Antique brass & Walnut (8598713100015)";"<table style=""width: 590px;"" border=""0"" cellspacing=""0"" cellpadding=""0""><colgroup><col style=""width: 97pt;"" width=""129""> <col style=""width: 346pt;"" width=""461""> </colgroup><tbody><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt; width: 97pt;"" width=""129"" height=""17""><span style=""font-size: 10pt;"">Диаметр</span></td><td class=""xl24"" style=""width: 346pt;"" width=""461""><span style=""font-size: 10pt;"">400</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Высота</span></td><td class=""xl24""><span style=""font-size: 10pt;"">440</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Материал</span></td><td class=""xl24""><span style=""font-size: 10pt;"">металл, стекло</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Цвет</span></td><td class=""xl24""><span style=""font-size: 10pt;"">античная бронза, орех</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Количество ламп</span></td><td class=""xl24""><span style=""font-size: 10pt;"">4</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Тип патрона</span></td><td class=""xl24""><span style=""font-size: 10pt;"">E 14</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Мощность</span></td><td class=""xl24""><span style=""font-size: 10pt;"">60W</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Напряжение</span></td><td class=""xl24""><span style=""font-size: 10pt;"">230 Вольт</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Выключатель</span></td><td class=""xl24""><span style=""font-size: 10pt;"">-</span></td></tr></tbody></table>";1978;1582;1879;13%ipN;0;0;0;0;0;Nowodvorski_6895;20.11.2001;;Потолочные;Люстры;;;;;;;;;;;;;;44;;40;;;;;4;;;;;Lumicerna_Офис_401085;;Стекло;Металл;"1-2 дня";"Lumicerna (Чехия)"
5582;Lumicerna_LC-101.1.06;"Внутреннее освещение/Люстры";"Lumicerna LC-101.1.06 Antique brass & Walnut (8598713100039)";"<table style=""width: 590px;"" border=""0"" cellspacing=""0"" cellpadding=""0""><colgroup><col style=""width: 97pt;"" width=""129""> <col style=""width: 346pt;"" width=""461""> </colgroup><tbody><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt; width: 97pt;"" width=""129"" height=""17""><span style=""font-size: 10pt;"">Диаметр</span></td><td class=""xl24"" style=""width: 346pt;"" width=""461""><span style=""font-size: 10pt;"">520</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Высота</span></td><td class=""xl24""><span style=""font-size: 10pt;"">320</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Материал</span></td><td class=""xl24""><span style=""font-size: 10pt;"">металл, стекло</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Цвет</span></td><td class=""xl24""><span style=""font-size: 10pt;"">античная бронза, орех</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Количество ламп</span></td><td class=""xl24""><span style=""font-size: 10pt;"">6</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Тип патрона</span></td><td class=""xl24""><span style=""font-size: 10pt;"">E 14</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Мощность</span></td><td class=""xl24""><span style=""font-size: 10pt;"">60W</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Напряжение</span></td><td class=""xl24""><span style=""font-size: 10pt;"">230 Вольт</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Выключатель</span></td><td class=""xl24""><span style=""font-size: 10pt;"">-</span></td></tr></tbody></table>";2941;2352;2941;134ip;0;0;0;0;45;;00.00.0000;;Потолочные;Люстры;;;;;;;;;;;;;;32;;52;;;;;6;;;;;Lumicerna_Офис_401085;;Стекло;Металл;"1-2 дня";"Lumicerna (Чехия)"
5583;Lumicerna_LC-101.1.08;"Внутреннее освещение/Люстры";"Lumicerna LC-101.1.08 Antique brass & Walnut (8598713100053)";"<table style=""width: 590px;"" border=""0"" cellspacing=""0"" cellpadding=""0""><colgroup><col style=""width: 97pt;"" width=""129""> <col style=""width: 346pt;"" width=""461""> </colgroup><tbody><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt; width: 97pt;"" width=""129"" height=""17""><span style=""font-size: 10pt;"">Диаметр</span></td><td class=""xl24"" style=""width: 346pt;"" width=""461""><span style=""font-size: 10pt;"">700</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Высота</span></td><td class=""xl24""><span style=""font-size: 10pt;"">320</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Материал</span></td><td class=""xl24""><span style=""font-size: 10pt;"">металл, стекло</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Цвет</span></td><td class=""xl24""><span style=""font-size: 10pt;"">античная бронза, орех</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Количество ламп</span></td><td class=""xl24""><span style=""font-size: 10pt;"">8</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Тип патрона</span></td><td class=""xl24""><span style=""font-size: 10pt;"">E 14</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Мощность</span></td><td class=""xl24""><span style=""font-size: 10pt;"">60W</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Напряжение</span></td><td class=""xl24""><span style=""font-size: 10pt;"">230 Вольт</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Выключатель</span></td><td class=""xl24""><span style=""font-size: 10pt;"">-</span></td></tr></tbody></table>";3521;2816;3344;102;0;0;0;0;45;;00.00.0000;;Потолочные;Люстры;;;;;;;;;;;;;;32;;70;;;;;8;;;;;Lumicerna_Офис_401085;;Стекло;Металл;"1-2 дня";"Lumicerna (Чехия)"
5592;Lumicerna_LC-311.1.21;"Внутреннее освещение/Люстры";"Lumicerna LC-311.1.21 Gold (8598713300156)";"<table style=""width: 623px;"" border=""0"" cellspacing=""0"" cellpadding=""0""><colgroup><col style=""width: 122pt;"" width=""162""> <col style=""width: 346pt;"" width=""461""> </colgroup><tbody><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt; width: 122pt;"" width=""162"" height=""17""><span style=""font-size: 10pt;"">Диаметр</span></td><td class=""xl24"" style=""width: 346pt;"" width=""461""><span style=""font-size: 10pt;"">1100</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Высота</span></td><td class=""xl24""><span style=""font-size: 10pt;"">260</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Материал</span></td><td class=""xl24""><span style=""font-size: 10pt;"">металл, стекло</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Цвет</span></td><td class=""xl24""><span style=""font-size: 10pt;"">золото</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Количество ламп</span></td><td class=""xl24""><span style=""font-size: 10pt;"">21</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Тип патрона</span></td><td class=""xl24""><span style=""font-size: 10pt;"">G 4</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Мощность</span></td><td class=""xl24""><span style=""font-size: 10pt;"">20W</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Напряжение</span></td><td class=""xl24""><span style=""font-size: 10pt;"">230 Вольт</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Выключатель</span></td><td class=""xl24""><span style=""font-size: 10pt;"">пульт 3 режима: 1) 7шт G4; 2) 14 шт G4; 3) 21шт G4</span></td></tr></tbody></table>";3151;2520;2993;;0;0;0;0;45;;00.00.0000;;Потолочные;Люстры;;;;;;;;;;;;;;26;;110;;;;;"20 и более";;;;;Lumicerna_Офис_401104;;Стекло;Металл;"1-2 дня";"Lumicerna (Чехия)"
