id;articul;category_path;name;txt;price;price_min;price_max;discount_formula;hide;recom;flag;to_xml;installation;gift_articul;gift_end_date;admin;p_tip;p_vid;p_svetovoj_potok;p_sila_toka;p_visota_plafona;p_srok_garantii;p_forma;p_koefficient_moschnosti;p_srok_sluzhbi;p_tip_rasseivatelya;p_ugol_osvescheniya;p_ekvivalentnaya_moschnost;p_cvet_plafona;p_cvet_osnovi;p_geometriya;p_visota;p_shirina;p_diametr;p_dlina;p_glubina;p_glubina_vrezki;p_diametr_vrezki;p_kolichestvo_lamp;p_moschnost_odnoj_lampi;p_tip_cokolya;p_stepen_vlagozaschiti;p_komplektnost_lampi;p_seriya;p_cvetovaya_temperatura;p_material_plafona;p_material_osnovi;p_srok_dostavki;p_proizvoditel
1077;Alfa_3244;"Внутреннее освещение/Люстры";"Alfa 3244 Archimedes mini";"<p>Диаметр: 710 mm<br /> Высота: 160 mm<br /> 4 x E14 max 40W</p>";1238;990;1238;;0;0;0;0;0;;00.00.0000;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;16;;;71;;;;4;;;IP20;;"Archimedes mini";;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
1078;Alfa_3245;"Внутреннее освещение/Люстры";"Alfa 3245 Archimedes mini";"<p>Диаметр: 410 mm<br /> Высота: 260 mm<br /> 3 x E14 max 40W</p>";1238;990;1176;2%;0;0;0;0;0;;00.00.0000;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;26;;;41;;;;3;;;IP20;;"Archimedes mini";;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
1079;Alfa_3246;"Внутреннее освещение/Люстры";"Alfa 3246 Archimedes mini";"<p>Диаметр: 710 mm<br /> Высота: 380 mm<br /> 4 x E14 max 40W</p>";1365;1092;1297;0%;0;0;0;0;45;;00.00.0000;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;38;;;71;;;;4;;;IP20;;"Archimedes mini";;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
1080;Alfa_3314;"Внутреннее освещение/Люстры";"Alfa 3314 Torino";"<p>Диаметр: 700 mm<br /> Высота: 360 mm<br /> 3 x E14 max 40W</p>";2021;1617;1920;9%N;0;0;0;0;0;Nowodvorski_6895;00.00.0000;;Современные;Люстры;;;;;;;;;;;;;;36;;70;70;;;;3;;;IP20;;Torino;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
1081;Alfa_3321;"Внутреннее освещение/Люстры";"Alfa 3321 Astoria";"<p>Диаметр: 600 mm<br /> Высота: 780 mm<br /> 3 x E27 max 60W</p>";1862;1490;1862;;0;0;0;0;45;;00.00.0000;;"Классические;Подвесные";Люстры;;;;;;;;;;;;;;78;;60;60;;;;3;;;IP20;;Astoria;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
1082;Alfa_3343;"Внутреннее освещение/Люстры";"Alfa 3343 Plus";"<p>Диаметр: 600 mm<br /> Высота: 410 mm<br /> 3 x E27 max 60W</p>";1323;1058;1323;;0;0;0;0;45;;00.00.0000;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;41;;60;60;;;;3;;;IP20;;Plus;;Стекло;;"4-6 недели";"Alfa (Польша)"
1083;Alfa_3345;"Внутреннее освещение/Люстры";"Alfa 3345 Archimedes silver";"<p>Диаметр: 600 mm<br /> Высота: 370 mm<br /> 3 x E27 max 60W</p>";1270;1016;1270;1%N;0;0;0;0;0;;00.00.0000;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;37;;60;60;;;;3;;;IP20;;"Archimedes silver";;Стекло;;"4-6 недели";"Alfa (Польша)"
1085;Alfa_3347;"Внутреннее освещение/Люстры";"Alfa 3347 Archimedes silver";"<p>Диаметр: 770 mm<br /> Высота: 200 mm<br /> 3 x E27 max 60W</p>";1217;973;1217;3%N;0;0;0;0;45;;00.00.0000;;Потолочные;Люстры;;;;;;;;;;;;;;20;;;77;;;;3;;;IP20;;"Archimedes silver";;Стекло;;"4-6 недели";"Alfa (Польша)"
1086;Alfa_3400;"Внутреннее освещение/Люстры";"Alfa 3400 Styl";"<p>Диаметр: 530 mm<br /> Высота: 800 mm<br /> 3 x E14 max 40W</p>";1323;1058;1256;12%ipN;0;0;0;0;45;;00.00.0000;;"Подвесные;Современные";Люстры;;;;;;;;;;;;;;80;;53;53;;;;3;;;IP20;;Styl;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
1087;Alfa_3401;"Внутреннее освещение/Люстры";"Alfa 3401 Styl";"<p>Диаметр: 520 mm<br /> Высота: 370 mm<br /> 3 x E14 max 40W</p>";984;787;984;11N;0;0;0;0;0;;00.00.0000;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;37;;52;52;;;;3;;;IP20;;Styl;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
1088;Alfa_3402;"Внутреннее освещение/Люстры";"Alfa 3402 Styl";"<p>Диаметр: 800 mm<br /> Высота: 200 mm<br /> 3 x E14 max 40W</p>";984;787;935;7%;0;0;0;0;0;;00.00.0000;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;20;;;80;;;;3;;;IP20;;Styl;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
1091;Alfa_3512;"Внутреннее освещение/Люстры";"Alfa 3512 Paris";"<p>Диаметр: 620 mm<br /> <br /> 3 x E27 max 60W</p>";1820;1456;1729;;0;0;0;0;45;;00.00.0000;;Классические;Люстры;;;;;;;;;;;;;;;;62;62;;;;3;;;IP20;;Paris;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
1092;Alfa_3610;"Внутреннее освещение/Люстры";"Alfa 3610 Doblo";"<p>Диаметр: 600 mm<br /> Высота: 370 mm<br /> 3 x E14 max 40W</p>";1608;1287;1608;;0;0;0;0;45;Nowodvorski_6895;20.11.2001;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;37;;60;60;;;;3;;;IP20;;Doblo;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
1093;Alfa_3613;"Внутреннее освещение/Люстры";"Alfa 3613 Ajax";"<p>Диаметр: 600 mm<br /> Высота: 300 mm<br /> 3 x E14 max 40W</p>";1566;1253;1566;5%ipN;0;0;0;0;0;;00.00.0000;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;30;;60;60;;;;3;;;IP20;;Ajax;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
1095;Alfa_374;"Внутреннее освещение/Люстры";"Alfa 374 Kozioek";"<p>Диаметр: 370 mm<br /> Высота: 430 mm<br /> 3 x E27 max 60W</p>";1153;922;1095;51N;0;0;0;0;0;;00.00.0000;;Классические;Люстры;;;;;;;;;;;;;;43;;37;37;;;;3;;;IP20;;Kozioek;;Стекло;;"4-6 недели";"Alfa (Польша)"
1102;Alfa_500;"Внутреннее освещение/Люстры";"Alfa 500 Medalistka";"<p>Диаметр: 570 mm<br /> Высота: 640 mm<br /> 5 x E27 max 60W</p>";4604;3683;4373;;0;0;0;0;45;;00.00.0000;;"Классические;Подвесные";Люстры;;;;;;;;;;;;;;64;;57;57;;;;5;;;IP20;;Medalistka;;Стекло;;"4-6 недели";"Alfa (Польша)"
1117;Alfa_503;"Внутреннее освещение/Люстры";"Alfa 503 Odlew";"<p>Диаметр: 480 mm<br /> Высота: 660 mm<br /> 5 x E27 max 60W</p>";1693;1354;1693;;0;0;0;0;45;Nowodvorski_6895;00.00.0000;;"Классические;Подвесные";Люстры;;;;;;;;;;;;;;66;;48;48;;;;5;;;IP20;;Odlew;;Стекло;;"4-6 недели";"Alfa (Польша)"
1118;Alfa_5032;"Внутреннее освещение/Люстры";"Alfa 5032 Smiglo";"<p>Диаметр: 660 mm<br /> Высота: 300 mm<br /> 5 x E27 max 60W</p>";1492;1193;1492;1%ipN;0;0;0;0;0;Nowodvorski_6895;00.00.0000;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;30;;66;66;;;;5;;;IP20;;Smiglo;;Стекло;;"4-6 недели";"Alfa (Польша)"
1119;Alfa_508;"Внутреннее освещение/Люстры";"Alfa 508 Szklana";"<p>Диаметр: 540 mm<br /> Высота: 620 mm<br /> 5 x E27 max 60W</p>";1989;1591;1989;;0;0;0;0;45;;00.00.0000;;"Подвесные;Современные";Люстры;;;;;;;;;;;;;;62;;54;54;;;;5;;;IP20;;Szklana;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
1120;Alfa_5108;"Внутреннее освещение/Люстры";"Alfa 5108 Signo";"<p>Диаметр: 590 mm<br /> Высота: 670 mm<br /> 5 x E27 max 60W</p>";1820;1456;1729;73N;0;0;0;0;45;Nowodvorski_6895;20.11.2001;;"Подвесные;Современные";Люстры;;;;;;;;;;;;;;67;;59;59;;;;5;;;IP20;;Signo;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
1121;Alfa_5220;"Внутреннее освещение/Люстры";"Alfa 5220 Loreta";"<p>Диаметр: 740 mm<br /> Высота: 240 mm<br /> 5 x E14 max 40W</p>";1735;1388;1648;;0;0;0;0;0;;00.00.0000;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;24;;74;74;;;;5;;;IP20;;Loreta;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
1122;Alfa_5314;"Внутреннее освещение/Люстры";"Alfa 5314 Torino";"<p>Диаметр: 700 mm<br /> Высота: 360 mm<br /> 5 x E14 max 40W</p>";2444;1955;2444;;0;0;0;0;0;;00.00.0000;;Современные;Люстры;;;;;;;;;;;;;;36;;70;70;;;;5;;;IP20;;Torino;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
1123;Alfa_5321;"Внутреннее освещение/Люстры";"Alfa 5321 Astoria";"<p>Диаметр: 600 mm<br /> Высота: 780 mm<br /> 5 x E27 max 60W</p>";2233;1786;2233;;0;0;0;0;0;;00.00.0000;;"Классические;Подвесные";Люстры;;;;;;;;;;;;;;78;;60;60;;;;5;;;IP20;;Astoria;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
1124;Alfa_5343;"Внутреннее освещение/Люстры";"Alfa 5343 Plus";"<p>Диаметр: 600 mm<br /> Высота: 420 mm<br /> 5 x E27 max 60W</p>";1566;1253;1488;0%;0;0;0;0;0;;00.00.0000;;Современные;Люстры;;;;;;;;;;;;;;42;;60;60;;;;5;;;IP20;;Plus;;Стекло;;"4-6 недели";"Alfa (Польша)"
1125;Alfa_5345;"Внутреннее освещение/Люстры";"Alfa 5345 Archimedes silver";"<p>Диаметр: 600 mm<br /> Высота: 380 mm<br /> 5 x E27 max 60W</p>";1492;1193;1417;15;0;0;0;0;0;;00.00.0000;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;38;;60;60;;;;5;;;IP20;;"Archimedes silver";;Стекло;;"4-6 недели";"Alfa (Польша)"
1127;Alfa_5360;"Внутреннее освещение/Люстры";"Alfa 5360 Archimedes silver";"<p>Диаметр: 1190 mm<br /> Высота: 200 mm<br /> 5 x E27 max 60W</p>";1566;1253;1566;41N;0;0;0;0;0;;00.00.0000;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;20;;;119;;;;5;;;IP20;;"Archimedes silver";;Стекло;;"4-6 недели";"Alfa (Польша)"
1129;Alfa_5400;"Внутреннее освещение/Люстры";"Alfa 5400 Styl";"<p>Диаметр: 530 mm<br /> Высота: 800 mm<br /> 5 x E14 max 40W</p>";1693;1354;1693;15%ipN;0;0;0;0;45;;00.00.0000;;"Подвесные;Современные";Люстры;;;;;;;;;;;;;;80;;53;53;;;;5;;;IP20;;Styl;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
1130;Alfa_5401;"Внутреннее освещение/Люстры";"Alfa 5401 Styl";"<p>Диаметр: 540 mm<br /> Высота: 390 mm<br /> 5 x E14 max 40W</p>";1365;1092;1297;13%ipN;0;0;0;0;0;;00.00.0000;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;39;;54;54;;;;5;;;IP20;;Styl;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
1131;Alfa_5512;"Внутреннее освещение/Люстры";"Alfa 5512 Paris";"<p>Диаметр: 620 mm<br /> <br /> 5 x E27 max 60W</p>";2233;1786;2233;97;0;0;0;0;0;;00.00.0000;;Классические;Люстры;;;;;;;;;;;;;;;;62;62;;;;5;;;IP20;;Paris;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
1132;Alfa_5610;"Внутреннее освещение/Люстры";"Alfa 5610 Doblo";"<p>Диаметр: 600 mm<br /> Высота: 380 mm<br /> 5 x E14 max 40W</p>";1862;1490;1769;58;0;0;0;0;45;;00.00.0000;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;38;;60;60;;;;5;;;IP20;;Doblo;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
1133;Alfa_5613;"Внутреннее освещение/Люстры";"Alfa 5613 Ajax";"<p>Диаметр: 600 mm<br /> Высота: 300 mm<br /> 5 x E14 max 40W</p>";1820;1456;1820;7%;0;0;0;0;0;;00.00.0000;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;30;;60;60;;;;5;;;IP20;;Ajax;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
1134;Alfa_574;"Внутреннее освещение/Люстры";"Alfa 574 Kozioek";"<p>Диаметр: 370 mm<br /> Высота: 430 mm<br /> 5 x E27 max 60W</p>";1524;1219;1524;13;0;0;0;0;45;;00.00.0000;;Современные;Люстры;;;;;;;;;;;;;;43;;37;37;;;;5;;;IP20;;Kozioek;;Стекло;;"4-6 недели";"Alfa (Польша)"
1167;Alfa_602;"Внутреннее освещение/Люстры";"Alfa 602 Standard";"<p>Диаметр: 480 mm<br /> Высота: 530 mm<br /> 1 x E27 max 60W</p>";910;728;910;10%N;0;0;0;0;45;;00.00.0000;;Современные;Люстры;;;;;;;;;;;;;;53;;48;48;;;;1;;;IP20;;Standard;;;;"4-6 недели";"Alfa (Польша)"
1176;Alfa_612;"Внутреннее освещение/Люстры";"Alfa 612 Beczka";"<p>Диаметр: 400 mm<br /> Высота: 480 mm<br /> 1 x E27 max 60W</p>";825;660;825;5%ipN;0;0;0;0;0;;00.00.0000;;Современные;Люстры;;;;;;;;;;;;;;48;;40;40;;;;1;;;IP20;;Beczka;;;;"4-6 недели";"Alfa (Польша)"
1191;Alfa_632;"Внутреннее освещение/Люстры";"Alfa 632 Konik";"<p>Диаметр: 450 mm<br /> Высота: 480 mm<br /> 1 x E27 max 60W</p>";899;719;854;;0;0;0;0;0;Nowodvorski_6895;00.00.0000;;Современные;Люстры;;;;;;;;;;;;;;48;;45;45;;;;1;;;IP20;;Konik;;;;"4-6 недели";"Alfa (Польша)"
1193;Alfa_645;"Внутреннее освещение/Люстры";"Alfa 645 Motylek";"<p>Диаметр: 400 mm<br /> Высота: 490 mm<br /> 1 x E27 max 60W</p>";836;668;794;10%;0;0;0;0;45;;00.00.0000;;Современные;Люстры;;;;;;;;;;;;;;49;;40;40;;;;1;;;IP20;;Motylek;;;;"4-6 недели";"Alfa (Польша)"
1200;Alfa_672;"Внутреннее освещение/Люстры";"Alfa 672 Jaskka";"<p>Диаметр: 320 mm<br /> Высота: 400 mm<br /> 1 x E27 max 60W</p>";740;592;703;17N;0;0;0;0;45;Nowodvorski_6895;00.00.0000;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;40;;32;32;;;;1;;;IP20;;Jaskka;;;;"4-6 недели";"Alfa (Польша)"
1214;Alfa_694;"Внутреннее освещение/Люстры";"Alfa 694 Klatka";"<p>Диаметр: 200 mm<br /> Высота: 450 mm<br /> 1 x E27 max 60W</p>";698;558;663;8%;0;0;0;0;0;;00.00.0000;;Современные;Люстры;;;;;;;;;;;;;;45;;20;20;;;;1;;;IP20;;Klatka;;;;"4-6 недели";"Alfa (Польша)"
1215;Alfa_695;"Внутреннее освещение/Люстры";"Alfa 695 Klatka";"<p>Диаметр: 260 mm<br /> Высота: 450 mm<br /> 1 x E27 max 60W</p>";751;601;713;;0;0;0;0;0;Nowodvorski_6895;00.00.0000;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;45;;26;26;;;;1;;;IP20;;Klatka;;;;"4-6 недели";"Alfa (Польша)"
1216;Alfa_696;"Внутреннее освещение/Люстры";"Alfa 696 Klatka";"<p>Диаметр: 340 mm<br /> Высота: 450 mm<br /> 1 x E27 max 60W</p>";836;668;836;21ip;0;0;0;0;45;Nowodvorski_6895;20.11.2001;;Современные;Люстры;;;;;;;;;;;;;;45;;34;34;;;;1;;;IP20;;Klatka;;;;"4-6 недели";"Alfa (Польша)"
1251;Alfa_803;"Внутреннее освещение/Люстры";"Alfa 803 Plus venge";"<p>Диаметр: 600 mm<br /> Высота: 410 mm<br /> 3 x E27 max 60W</p>";1323;1058;1256;28ip;0;0;0;0;45;;00.00.0000;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;41;;60;60;;;;3;;;IP20;;"Plus venge";;Стекло;;"4-6 недели";"Alfa (Польша)"
1252;Alfa_805;"Внутреннее освещение/Люстры";"Alfa 805 Plus venge";"<p>Диаметр: 600 mm<br /> Высота: 420 mm<br /> 5 x E27 max 60W</p>";1566;1253;1566;13N;0;0;0;0;0;Nowodvorski_6895;20.11.2001;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;42;;60;60;;;;5;;;IP20;;"Plus venge";;Стекло;;"4-6 недели";"Alfa (Польша)"
1253;Alfa_814;"Внутреннее освещение/Люстры";"Alfa 814 Klatka venge";"<p>Диаметр: 200 mm<br /> Высота: 450 mm<br /> 1 x E27 max 60W</p>";825;660;825;14%ipN;0;0;0;0;0;;00.00.0000;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;45;;20;20;;;;1;;;IP20;;"Klatka venge";;;;"4-6 недели";"Alfa (Польша)"
1254;Alfa_815;"Внутреннее освещение/Люстры";"Alfa 815 Klatka venge";"<p>Диаметр: 260 mm<br /> Высота: 450 mm<br /> 1 x E27 max 60W</p>";899;719;899;9%;0;0;0;0;0;;00.00.0000;;Современные;Люстры;;;;;;;;;;;;;;45;;26;26;;;;1;;;IP20;;"Klatka venge";;;;"4-6 недели";"Alfa (Польша)"
1255;Alfa_816;"Внутреннее освещение/Люстры";"Alfa 816 Klatka venge";"<p>Диаметр: 340 mm<br /> Высота: 450 mm<br /> 1 x E27 max 60W</p>";994;795;994;18ip;0;0;0;0;0;;00.00.0000;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;45;;34;34;;;;1;;;IP20;;"Klatka venge";;;;"4-6 недели";"Alfa (Польша)"
1257;Alfa_823;"Внутреннее освещение/Люстры";"Alfa 823 Dafne";"<p>Диаметр: 500 mm<br /> Высота: 350 - 550 mm<br /> 3 x E14 max 40W</p>";1651;1320;1568;20ip;0;0;0;0;0;Nowodvorski_6895;00.00.0000;;"С абажуром";Люстры;;;;;;;;;;;;;;;;50;50;;;;3;;;IP20;;Dafne;;Ткань;Металл;"4-6 недели";"Alfa (Польша)"
1258;Alfa_825;"Внутреннее освещение/Люстры";"Alfa 825 Dafne";"<p>Диаметр: 500 mm<br /> Высота: 350 - 550 mm<br /> 5 x E14 max 40W</p>";2063;1651;2063;;0;0;0;0;45;;00.00.0000;;"С абажуром";Люстры;;;;;;;;;;;;;;;;50;50;;;;5;;;IP20;;Dafne;;Ткань;Металл;"4-6 недели";"Alfa (Польша)"
1259;Alfa_844;"Внутреннее освещение/Люстры";"Alfa 844 Wezyr";"<p>Диаметр: 540 mm<br /> Высота: 420 mm<br /> 4 x E14 max 40W</p>";1989;1591;1890;63N;0;0;0;0;45;Nowodvorski_6895;00.00.0000;;Современные;Люстры;;;;;;;;;;;;;;42;54;;54;;;;4;;;IP20;;Wezyr;;Стекло;;"4-6 недели";"Alfa (Польша)"
1260;Alfa_854;"Внутреннее освещение/Люстры";"Alfa 854 Zefir";"<p>Диаметр: 550 mm<br /> Высота: 420 mm<br /> 4 x E14 max 40W</p>";1989;1591;1989;1%;0;0;0;0;45;;00.00.0000;;Современные;Люстры;;;;;;;;;;;;;;42;55;;55;;;;4;;;IP20;;Zefir;;Стекло;;"4-6 недели";"Alfa (Польша)"
1262;Alfa_863;"Внутреннее освещение/Люстры";"Alfa 863 Tondo";"<p>Диаметр: 530 mm<br /> Высота: 800 mm<br /> 3 x E14 max 40W</p>";1862;1490;1769;19;0;0;0;0;0;Nowodvorski_6895;00.00.0000;;"Подвесные;Современные";Люстры;;;;;;;;;;;;;;80;;53;53;;;;3;;;IP20;;Tondo;;Стекло;;"4-6 недели";"Alfa (Польша)"
1287;Alfa_902;"Внутреннее освещение/Люстры";"Alfa 902 Kronos";"<p>Диаметр: 570 mm<br /> Высота: 300 mm<br />2 x E27 max 60W</p>";1238;990;1176;;0;0;0;0;0;;00.00.0000;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;30;57;;57;;;;2;;;IP20;;Kronos;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
1355;Alfa_912;"Внутреннее освещение/Люстры";"Alfa 912 Hebe";"<p>Диаметр: 740 mm<br /> Высота: 450-700 mm<br /> 2 x E27 max 60W</p>";1989;1591;1890;3%;0;0;0;0;45;;00.00.0000;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;;;;74;;;;2;;;IP20;;Hebe;;Стекло;;"4-6 недели";"Alfa (Польша)"
1356;Alfa_913;"Внутреннее освещение/Люстры";"Alfa 913 Hebe";"<p>Диаметр: 740 mm<br /> Высота: 170 mm<br /> 2 x E27 max 60W</p>";1862;1490;1769;;0;0;0;0;0;;00.00.0000;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;17;;;74;;;;2;;;IP20;;Hebe;;Стекло;;"4-6 недели";"Alfa (Польша)"
1363;Alfa_933;"Внутреннее освещение/Люстры";"Alfa 933 Dora";"<p>Диаметр: 500 mm<br /> Высота: 480 mm<br /> 3 x E27 max 60W</p>";1238;990;1238;3%;0;0;0;0;45;;00.00.0000;;Классические;Люстры;;;;;;;;;;;;;;48;;50;50;;;;3;;;IP20;;Dora;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
1364;Alfa_935;"Внутреннее освещение/Люстры";"Alfa 935 Dora";"<p>Диаметр: 240 mm<br /> Высота: 260 mm<br /> 1 x E27 max 60W</p>";1608;1287;1528;79N;0;0;0;0;45;;00.00.0000;;"Классические;Потолочные";Люстры;;;;;;;;;;;;;;26;;50;24;;;;1;;;IP20;;Dora;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
1368;Alfa_943;"Внутреннее освещение/Люстры";"Alfa 943 Lira";"<p>Диаметр: 500 mm<br /> Высота: 480 mm<br /> 3 x E27 max 60W</p>";1323;1058;1256;13%N;0;0;0;0;45;Nowodvorski_6895;00.00.0000;;Современные;Люстры;;;;;;;;;;;;;;48;;50;50;;;;3;;;IP20;;Lira;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
1369;Alfa_945;"Внутреннее освещение/Люстры";"Alfa 945 Lira";"<p>Диаметр: 500 mm<br /> Высота: 480 mm<br /> 5 x E27 max 60W</p>";1651;1320;1651;72ip;0;0;0;0;45;;00.00.0000;;Классические;Люстры;;;;;;;;;;;;;;48;;50;50;;;;5;;;IP20;;Lira;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
1094;Alfa_366;"Внутреннее освещение/Люстры";"Alfa Los 366";"<p>Диаметр: 450 mm<br /> Высота: 410 mm<br /> 3 x E27 max 60W</p>";1153;922;1153;;0;0;0;0;45;;00.00.0000;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;41;;45;45;;;;3;;;IP20;;o;;Стекло;;"4-6 недели";"Alfa (Польша)"
1128;Alfa_5366;"Внутреннее освещение/Люстры";"Alfa Los 5366";"<p>Диаметр: 450 mm<br /> Высота: 410 mm<br /> 5 x E27 max 60W</p>";1524;1219;1524;48;0;0;0;0;45;;00.00.0000;;Классические;Люстры;;;;;;;;;;;;;;41;;45;45;;;;5;;;IP20;;o;;Стекло;;"4-6 недели";"Alfa (Польша)"
1515;Eglo_27043;"Внутреннее освещение/Люстры";"Eglo 27043 Violetta";"<p><strong>Высота: 1060<br /></strong><strong>Ширина: 560<br /></strong><strong>Диаметр: 560<br /></strong><strong>Тип патрона: E14<br /></strong><strong>Количество ламп: 5<br /></strong><strong>Мощность: 40W<br /></strong><strong>Цвет: античная бронза белый<br /></strong><strong>Материал: медь</strong></p>";654;523;621;;0;0;0;0;45;Nowodvorski_6895;20.11.2001;;"Классические;Подвесные";Люстры;;;;;;;;;;;;;;106;56;;;;;;5;;;;;Violetta;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
1557;Eglo_30857;"Внутреннее освещение/Люстры";"Eglo 30857 Altone";"<table class=""attribute""><tbody><tr><td colspan=""2"">Основные характеристики:</td></tr><tr><td>Лампы в комплекте:</td><td>да</td></tr><tr><td>Производитель:</td><td>Eglo Австрия</td></tr><tr><td>Тип светильника:</td><td>Потолочные светильники</td></tr><tr><td>Коллекция:</td><td>Altone</td></tr><tr><td>Мощность:</td><td>33W</td></tr><tr><td>Количество ламп:</td><td>3</td></tr><tr><td>Тип ламп:</td><td>галогенная</td></tr><tr><td>Питание:</td><td>230V</td></tr><tr><td>Тип патрона:</td><td>G9</td></tr><tr><td>Степень защиты:</td><td>IP20</td></tr><tr><td>Модель:</td><td>30857</td></tr></tbody></table><table class=""attribute""><tbody><tr><td colspan=""2"">Дополнительные характеристики:</td></tr><tr><td>Цвет основы:</td><td>хром</td></tr><tr><td>Цвет плафона:</td><td>прозрачный</td></tr><tr><td>Материал основы:</td><td>металл</td></tr><tr><td>Материал плафона:</td><td>стекло</td></tr><tr><td>Высота:</td><td>13</td></tr><tr><td>Диаметр:</td><td>22</td></tr></tbody></table>";1750;1400;1750;16ip;0;0;0;0;0;Nowodvorski_6895;20.11.2001;;Потолочные;Люстры;;;;;;;;;;;;;;13;;22;;;;;3;;;IP20;;Altone;;;Металл;"1-2 дня";"Eglo (Австрия)"
1558;Eglo_30859;"Внутреннее освещение/Люстры";"Eglo 30859 Altone";"<table class=""attribute""><tbody><tr><td colspan=""2"">Основные характеристики:</td></tr><tr><td>Лампы в комплекте:</td><td>да</td></tr><tr><td>Производитель:</td><td>Eglo Австрия</td></tr><tr><td>Тип светильника:</td><td>Потолочные светильники</td></tr><tr><td>Коллекция:</td><td>Altone</td></tr><tr><td>Мощность:</td><td>33W</td></tr><tr><td>Количество ламп:</td><td>5</td></tr><tr><td>Тип ламп:</td><td>галогенная</td></tr><tr><td>Питание:</td><td>230V</td></tr><tr><td>Тип патрона:</td><td>G9</td></tr><tr><td>Степень защиты:</td><td>IP20</td></tr><tr><td>Модель:</td><td>30859</td></tr></tbody></table><table class=""attribute""><tbody><tr><td colspan=""2"">Дополнительные характеристики:</td></tr><tr><td>Цвет основы:</td><td>хром</td></tr><tr><td>Цвет плафона:</td><td>прозрачный</td></tr><tr><td>Материал основы:</td><td>металл</td></tr><tr><td>Материал плафона:</td><td>стекло</td></tr><tr><td>Высота:</td><td>11.5</td></tr><tr><td>Диаметр:</td><td>74</td></tr></tbody></table>";3226;2580;3226;;0;0;0;0;45;Nowodvorski_6895;20.11.2001;;Потолочные;Люстры;;;;;;;;;;;;;;12;;74;;;;;5;;;IP20;;Altone;;;Металл;"1-2 дня";"Eglo (Австрия)"
