articul;category_path;name;txt;price;price_min;price_max;discount_formula;installation;gift_articul;gift_end_date;p_tip;p_vid;p_svetovoj_potok;p_sila_toka;p_visota_plafona;p_srok_garantii;p_forma;p_koefficient_moschnosti;p_srok_sluzhbi;p_tip_rasseivatelya;p_ugol_osvescheniya;p_ekvivalentnaya_moschnost;p_cvet_plafona;p_cvet_osnovi;p_geometriya;p_visota;p_shirina;p_diametr;p_dlina;p_glubina;p_glubina_vrezki;p_diametr_vrezki;p_kolichestvo_lamp;p_moschnost_odnoj_lampi;p_tip_cokolya;p_stepen_vlagozaschiti;p_komplektnost_lampi;p_seriya;p_cvetovaya_temperatura;p_material_plafona;p_material_osnovi;p_srok_dostavki;p_proizvoditel
Alfa_16222;"Внутреннее освещение/Люстры";"Alfa 16222 Frozen";"<p>Диаметр: 530 mm<br /> Высота: 310 mm<br /> 2 x E14 max 40W</p>";1365,34;1092,27;1297,07;;;;;"Потолочные;Современные;Хрустальные";Люстры;;;;;;;;;;;;;;31;;;53;;;;2;;;IP20;;Frozen;;Хрусталь;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_16223;"Внутреннее освещение/Люстры";"Alfa 16223 Frozen";"<p>Диаметр: 500 mm<br /> Высота: 390 mm<br /> 3 x E27 max 60W</p>";1693,44;1354,75;1608,77;5%ipN;;;;"Современные;Хрустальные";Люстры;;;;;;;;;;;;;;39;;50;50;;;;3;;;IP20;;Frozen;;Хрусталь;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_16224;"Внутреннее освещение/Люстры";"Alfa 16224 Frozen";"<p>Диаметр: 510 mm<br /> Высота: 310 mm<br /> 4 x E14 max 40W</p>";1820,45;1456,36;1729,43;14%ipN;45;;;"Потолочные;Современные;Хрустальные";Люстры;;;;;;;;;;;;;;31;;;51;;;;4;;;IP20;;Frozen;;Хрусталь;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_16233;"Внутреннее освещение/Люстры";"Alfa 16233 Crystal";"<p>Диаметр: 470 mm<br /> Высота: 390 mm<br /> 3 x E27 max 60W</p>";1820,45;1456,36;1729,43;;45;;;"Потолочные;Хрустальные";Люстры;;;;;;;;;;;;;;39;;47;47;;;;3;;;IP20;;Crystal;;Хрусталь;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_16234;"Внутреннее освещение/Люстры";"Alfa 16234 Crystal";"<p>Диаметр: 500 mm<br /> Высота: 390 mm<br /> 4 x E27 max 60W</p>";2063,88;1651,1;2063,88;;;;;"Потолочные;Хрустальные";Люстры;;;;;;;;;;;;;;39;;50;50;;;;4;;;IP20;;Crystal;;Хрусталь;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_16243;"Внутреннее освещение/Люстры";"Alfa 16243 Mewa venge";"<p>Диаметр: 600 mm<br /> Высота: 600 mm<br /> 3 x E27 max 60W</p>";1238,33;990,664;1176,41;30N;;;;Современные;Люстры;;;;;;;;;;;;;;60;;60;60;;;;3;;;IP20;;"Mewa venge";;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16245;"Внутреннее освещение/Люстры";"Alfa 16245 Mewa venge";"<p>Диаметр: 600 mm<br /> Высота: 600 mm<br /> 5 x E27 max 60W</p>";1471,18;1176,94;1471,18;;;;;Современные;Люстры;;;;;;;;;;;;;;60;;60;60;;;;5;;;IP20;;"Mewa venge";;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16246;"Внутреннее освещение/Люстры";"Alfa 16246 Mewa venge";"<p>Диаметр: 600 mm<br /> Высота: 300 mm<br /> 3 x E27 max 60W</p>";1238,33;990,664;1238,33;;;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;30;;60;60;;;;3;;;IP20;;"Mewa venge";;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16247;"Внутреннее освещение/Люстры";"Alfa 16247 Mewa venge";"<p>Диаметр: 600 mm<br /> Высота: 300 mm<br /> 5 x E27 max 60W</p>";1608,77;1287,02;1528,33;60ip;;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;30;;60;60;;;;5;;;IP20;;"Mewa venge";;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16331;"Внутреннее освещение/Люстры";"Alfa 16331 Square";"<p>Диаметр: 500 mm<br /> Высота: 380 mm<br /> 2 x E14 max 40W</p>";1238,33;990,664;1176,41;27N;45;;;Современные;Люстры;;;;;;;;;;;;;;38;;;50;;;;2;;;IP20;;Square;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16332;"Внутреннее освещение/Люстры";"Alfa 16332 Square";"<p>Диаметр: 500 mm<br /> Высота: 162 mm<br /> 2 x E14 max 40W</p>";1079,57;863,656;1079,57;;45;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;16,2;;;50;;;;2;;;IP20;;Square;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16333;"Внутреннее освещение/Люстры";"Alfa 16333 Square";"<p>Диаметр: 500 mm<br /> Высота: 380 mm<br /> 4 x E14 max 40W</p>";1735,78;1388,62;1648,99;;45;;;Современные;Люстры;;;;;;;;;;;;;;38;;;50;;;;4;;;IP20;;Square;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16334;"Внутреннее освещение/Люстры";"Alfa 16334 Square";"<p>Диаметр: 500 mm<br /> Высота: 162 mm<br /> 4 x E14 max 40W</p>";1471,18;1176,94;1471,18;11%ipN;45;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;16,2;;;50;;;;4;;;IP20;;Square;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16335;"Внутреннее освещение/Люстры";"Alfa 16335 Square";"<p>Диаметр: 810 mm<br /> Высота: 380 mm<br /> 4 x E14 max 40W</p>";1989,79;1591,83;1890,3;64;45;Nowodvorski_6895;;Современные;Люстры;;;;;;;;;;;;;;38;50;;81;;;;4;;;IP20;;Square;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16336;"Внутреннее освещение/Люстры";"Alfa 16336 Square";"<p>Диаметр: 810 mm<br /> Высота: 162 mm<br /> 4 x E14 max 40W</p>";1862,78;1490,22;1769,64;66N;45;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;16,2;;;81;;;;4;;;IP20;;Square;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16343;"Внутреннее освещение/Люстры";"Alfa 16343 Lozano";"<p>Диаметр: 560 mm<br /> Высота: 430 mm<br /> 3 x E14 max 40W</p>";1608,77;1287,02;1608,77;;;Nowodvorski_6895;;Современные;Люстры;;;;;;;;;;;;;;43;;56;56;;;;3;;;IP20;;Lozano;;Ткань;;"4-6 недели";"Alfa (Польша)"
Alfa_16345;"Внутреннее освещение/Люстры";"Alfa 16345 Lozano";"<p>Диаметр: 560 mm<br /> Высота: 430 mm<br /> 5 x E27 max 60W</p>";1979,21;1583,37;1880,25;15%N;45;;;Современные;Люстры;;;;;;;;;;;;;;43;;56;56;;;;5;;;IP20;;Lozano;;Ткань;;"4-6 недели";"Alfa (Польша)"
Alfa_16352;"Внутреннее освещение/Люстры";"Alfa 16352 Jaskka venge";"<p>Диаметр: 320 mm<br /> Высота: 400 mm<br /> 1 x E27 max 60W</p>";867,89;694,312;824,5;8%;;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;40;;32;32;;;;1;;;IP20;;"Jaskka venge";;;;"4-6 недели";"Alfa (Польша)"
Alfa_16363;"Внутреннее освещение/Люстры";"Alfa 16363 Jacek venge";"<p>Диаметр: 500 mm<br /> Высота: 650 mm<br /> 3 x E27 max 60W</p>";1238,33;990,664;1176,41;;45;Nowodvorski_6895;;"Классические;Подвесные";Люстры;;;;;;;;;;;;;;65;;50;50;;;;3;;;IP20;;"Jacek venge";;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16365;"Внутреннее освещение/Люстры";"Alfa 16365 Jacek venge";"<p>Диаметр: 500 mm<br /> Высота: 650 mm<br /> 5 x E27 max 60W</p>";1735,78;1388,62;1735,78;;;;;"Классические;Подвесные";Люстры;;;;;;;;;;;;;;65;;50;50;;;;5;;;IP20;;"Jacek venge";;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16393;"Внутреннее освещение/Люстры";"Alfa 16393 Arwena";"<p>Диаметр: 480 mm<br /> Высота: 250 mm<br /> 3 x E14 max 40W</p>";2825,93;2260,74;2825,93;6%;;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;25;;48;48;;;;3;;;IP20;;Arwena;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16394;"Внутреннее освещение/Люстры";"Alfa 16394 Arwena";"<p>Диаметр: 470 mm<br /> Высота: 450 mm<br /> 3 x E14 max 40W</p>";2825,93;2260,74;2825,93;;;;;Современные;Люстры;;;;;;;;;;;;;;45;;47;47;;;;3;;;IP20;;Arwena;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16405;"Внутреннее освещение/Люстры";"Alfa 16405 Agata";"<p>Диаметр: 510 mm<br /> Высота: 510 mm<br /> 5 x E14 max 40W</p>";2180,3;1744,24;2071,29;65N;45;;;Свечи;Люстры;;;;;;;;;;;;;;51;;51;51;;;;5;;;IP20;;Agata;;;;"4-6 недели";"Alfa (Польша)"
Alfa_16407;"Внутреннее освещение/Люстры";"Alfa 16407 Agata";"<p>Диаметр: 510 mm<br /> Высота: 510 mm<br /> 7 x E14 max 40W</p>";2487,24;1989,79;2487,24;;;Nowodvorski_6895;2016-11-01;Свечи;Люстры;;;;;;;;;;;;;;51;;51;51;;;;7;;;IP20;;Agata;;;;"4-6 недели";"Alfa (Польша)"
Alfa_16423;"Внутреннее освещение/Люстры";"Alfa 16423 Gawron";"<p>Диаметр: 470 mm<br /> Высота: 570 mm<br /> 3 x E27 max 60W</p>";1238,33;990,664;1238,33;14%ipN;45;;;Современные;Люстры;;;;;;;;;;;;;;57;;47;47;;;;3;;;IP20;;Gawron;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16425;"Внутреннее освещение/Люстры";"Alfa 16425 Gawron";"<p>Диаметр: 470 mm<br /> Высота: 570 mm<br /> 5 x E27 max 60W</p>";1704,02;1363,22;1704,02;;;;;Современные;Люстры;;;;;;;;;;;;;;57;;47;47;;;;5;;;IP20;;Gawron;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16453;"Внутреннее освещение/Люстры";"Alfa 16453 Oskar";"<p>Диаметр: 520 mm<br /> Высота: 220 mm<br /> 3 x E14 max 40W</p>";1354,75;1083,8;1354,75;;;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;22;;52;52;;;;3;;;IP20;;Oskar;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16455;"Внутреннее освещение/Люстры";"Alfa 16455 Oskar";"<p>Диаметр: 520 mm<br /> Высота: 220 mm<br /> 5 x E14 max 40W</p>";1577,02;1261,62;1577,02;7%;;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;22;;52;52;;;;5;;;IP20;;Oskar;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16456;"Внутреннее освещение/Люстры";"Alfa 16456 Oskar";"<p>Диаметр: 560 mm<br /> Высота: 420 mm<br /> 3 x E14 max 40W</p>";1481,76;1185,41;1481,76;16N;;Nowodvorski_6895;2016-11-01;Современные;Люстры;;;;;;;;;;;;;;42;;56;56;;;;3;;;IP20;;Oskar;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16457;"Внутреннее освещение/Люстры";"Alfa 16457 Oskar";"<p>Диаметр: 560 mm<br /> Высота: 420 mm<br /> 5 x E14 max 40W</p>";1693,44;1354,75;1608,77;7%;;;;Современные;Люстры;;;;;;;;;;;;;;42;;56;56;;;;5;;;IP20;;Oskar;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16460;"Внутреннее освещение/Люстры";"Alfa 16460 Chaplet";"<p>Диаметр: 320 mm<br /> Высота: 1300 mm<br /> 1 x E27 max 60W</p>";677,38;541,904;677,38;;45;;;"Подвесные;Современные";Люстры;;;;;;;;;;;;;;130;;32;32;;;;1;;;IP20;;Chaplet;;Пластик;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_16461;"Внутреннее освещение/Люстры";"Alfa 16461 Chaplet";"<p>Диаметр: 320 mm<br /> Высота: 1300 mm<br /> 1 x E27 max 60W</p>";677,38;541,904;643,51;;;;;"Подвесные;Современные";Люстры;;;;;;;;;;;;;;130;;32;32;;;;1;;;IP20;;Chaplet;;Пластик;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_16462;"Внутреннее освещение/Люстры";"Alfa 16462 Chaplet";"<p>Диаметр: 320 mm<br /> Высота: 1300 mm<br /> 1 x E27 max 60W</p>";593;474,4;593;15N;45;;;"Подвесные;Современные";Люстры;;;;;;;;;;;;;;130;;32;32;;;;1;;;IP20;;Chaplet;;Пластик;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_16463;"Внутреннее освещение/Люстры";"Alfa 16463 Chaplet";"<p>Диаметр: 320 mm<br /> Высота: 1300 mm<br /> 1 x E27 max 60W</p>";677,38;541,904;643,51;14ip;;Nowodvorski_6895;2016-11-01;"Подвесные;Современные";Люстры;;;;;;;;;;;;;;130;;32;32;;;;1;;;IP20;;Chaplet;;Пластик;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_16464;"Внутреннее освещение/Люстры";"Alfa 16464 Chaplet";"<p>Диаметр: 320 mm<br /> Высота: 1300 mm<br /> 1 x E27 max 60W</p>";677,38;541,904;643,51;4%ipN;;Nowodvorski_6895;2016-11-01;"Подвесные;Современные";Люстры;;;;;;;;;;;;;;130;;32;32;;;;1;;;IP20;;Chaplet;;Пластик;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_16490;"Внутреннее освещение/Люстры";"Alfa 16490 Castello";"<p>Диаметр: 360 mm<br /> Высота: 1000 mm<br /> 1 x E27 max 60W</p>";1238,33;990,664;1176,41;59;;;;"Подвесные;Современные";Люстры;;;;;;;;;;;;;;100;;36;36;;;;1;;;IP20;;Castello;;Пластик;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_16491;"Внутреннее освещение/Люстры";"Alfa 16491 Castello";"<p>Диаметр: 605 mm<br /> Высота: 1000 mm<br /> 1 x E27 max 60W</p>";1682,86;1346,29;1598,72;5%;45;;;"Подвесные;Современные";Люстры;;;;;;;;;;;;;;100;;61;60,5;;;;1;;;IP20;;Castello;;Пластик;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_16492;"Внутреннее освещение/Люстры";"Alfa 16492 Castello";"<p>Диаметр: 400 mm<br /> Высота: 1500 mm<br /> 1 x E27 max 60W</p>";867,89;694,312;867,89;;45;;;"Подвесные;Современные";Люстры;;;;;;;;;;;;;;150;;40;40;;;;1;;;IP20;;Castello;;Пластик;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_16615;"Внутреннее освещение/Люстры";"Alfa 16615 Abaka be 2";"<p>Диаметр: 290 mm<br /> Высота: 260 mm<br /> 4 x E14 max 40W</p>";1608,77;1287,02;1528,33;64N;45;Nowodvorski_6895;2016-11-01;Потолочные;Люстры;;;;;;;;;;;;;;26;29;;29;;;;4;;;IP20;;"Abaka be 2";;Дерево;;"4-6 недели";"Alfa (Польша)"
Alfa_16625;"Внутреннее освещение/Люстры";"Alfa 16625 Peter";"<p>Диаметр: 290 mm<br /> Высота: 260 mm<br /> 4 x E14 max 40W</p>";1608,77;1287,02;1608,77;7%;;Nowodvorski_6895;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;26;29;;29;;;;4;;;IP20;;Peter;;Дерево;;"4-6 недели";"Alfa (Польша)"
Alfa_16631;"Внутреннее освещение/Люстры";"Alfa 16631 Babunia new";"<p>Диаметр: 350 mm<br /> Высота: 820 mm<br /> 1 x E27 max 60W</p>";1989,79;1591,83;1890,3;66;45;;;"Классические;Подвесные";Люстры;;;;;;;;;;;;;;82;;35;35;;;;1;;;IP20;;"Babunia new";;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16633;"Внутреннее освещение/Люстры";"Alfa 16633 Babunia new";"<p>Диаметр: 510 mm<br /> Высота: 680 mm<br /> 3 x E27 max 60W</p>";2942,35;2353,88;2942,35;;;;;"Классические;Подвесные";Люстры;;;;;;;;;;;;;;68;;51;51;;;;3;;;IP20;;"Babunia new";;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16635;"Внутреннее освещение/Люстры";"Alfa 16635 Babunia new";"<p>Диаметр: 510 mm<br /> Высота: 680 mm<br /> 5 x E27 max 60W</p>";3333,96;2667,17;3333,96;42ip;;;;"Классические;Подвесные";Люстры;;;;;;;;;;;;;;68;;51;51;;;;5;;;IP20;;"Babunia new";;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16711;"Внутреннее освещение/Люстры";"Alfa 16711 Kosmos";"<p>Диаметр: 470 mm<br /> Высота: 450 mm<br /> 1 x E27 max 60W</p>";1428,84;1143,07;1428,84;;45;;;Современные;Люстры;;;;;;;;;;;;;;45;;47;47;;;;1;;;IP20;;Kosmos;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16721;"Внутреннее освещение/Люстры";"Alfa 16721 Kosmos";"<p>Диаметр: 470 mm<br /> Высота: 430 mm<br /> 1 x E27 max 60W</p>";0,1;0,08;0,1;14%ipN;;;;Современные;Люстры;;;;;;;;;;;;;;43;;47;47;;;;1;;;IP20;;Kosmos;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16732;"Внутреннее освещение/Люстры";"Alfa 16732 Merlin";"<p>Диаметр: 670 mm<br /> Высота: 880 mm<br /> 2 x E27 max 60W</p>";1735,78;1388,62;1735,78;27N;;;;"Подвесные;Современные";Люстры;;;;;;;;;;;;;;88;;;67;;;;2;;;IP20;;Merlin;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16743;"Внутреннее освещение/Люстры";"Alfa 16743 Teo";"<p>Диаметр: 480 mm<br /> Высота: 340-510 mm<br /> 3 x E14 max 40W</p>";1492,34;1193,87;1492,34;2%ipN;45;;;Современные;Люстры;;;;;;;;;;;;;;;;48;48;;;;3;;;IP20;;Teo;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16745;"Внутреннее освещение/Люстры";"Alfa 16745 Teo";"<p>Диаметр: 480 mm<br /> Высота: 340-510 mm<br /> 5 x E14 max 40W</p>";1989,79;1591,83;1989,79;20ip;;;;Современные;Люстры;;;;;;;;;;;;;;;;48;48;;;;5;;;IP20;;Teo;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16752;"Внутреннее освещение/Люстры";"Alfa 16752 Posejdon";"<p>Диаметр: 770 mm<br /> Высота: 800 mm<br /> 2 x E27 max 60W</p>";1577,02;1261,62;1577,02;;;;;"Классические;Подвесные";Люстры;;;;;;;;;;;;;;80;;;77;;;;2;;;IP20;;Posejdon;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_16753;"Внутреннее освещение/Люстры";"Alfa 16753 Posejdon";"<p>Диаметр: 720 mm<br /> Высота: 800 mm<br /> 3 x E27 max 60W</p>";1862,78;1490,22;1862,78;10ip;45;;;"Классические;Подвесные";Люстры;;;;;;;;;;;;;;80;;72;72;;;;3;;;IP20;;Posejdon;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_16755;"Внутреннее освещение/Люстры";"Alfa 16755 Posejdon";"<p>Диаметр: 720 mm<br /> Высота: 800 mm<br /> 5 x E27 max 60W</p>";2233,22;1786,58;2233,22;67N;45;Nowodvorski_6895;;"Классические;Подвесные";Люстры;;;;;;;;;;;;;;80;;72;72;;;;5;;;IP20;;Posejdon;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_16763;"Внутреннее освещение/Люстры";"Alfa 16763 Apollo";"<p>Диаметр: 560 mm<br /> Высота: 400 mm<br /> 3 x E14 max 40W</p>";1365,34;1092,27;1365,34;50ip;;;;Современные;Люстры;;;;;;;;;;;;;;40;;56;56;;;;3;;;IP20;;Apollo;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16765;"Внутреннее освещение/Люстры";"Alfa 16765 Apollo";"<p>Диаметр: 560 mm<br /> Высота: 400 mm<br /> 5 x E14 max 40W</p>";1862,78;1490,22;1769,64;74;45;Nowodvorski_6895;2016-11-01;Современные;Люстры;;;;;;;;;;;;;;40;;56;56;;;;5;;;IP20;;Apollo;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16773;"Внутреннее освещение/Люстры";"Alfa 16773 Iris";"<p>Диаметр: 330 mm<br /> Высота: 360 mm<br /> 3 x E14 max 40W</p>";941,98;753,584;894,88;35ip;45;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;36;;33;33;;;;3;;;IP20;;Iris;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16775;"Внутреннее освещение/Люстры";"Alfa 16775 Iris";"<p>Диаметр: 330 mm<br /> Высота: 360 mm<br /> 5 x E14 max 40W</p>";1111,32;889,056;1055,75;12ip;;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;36;;33;33;;;;5;;;IP20;;Iris;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16813;"Внутреннее освещение/Люстры";"Alfa 16813 Diva";"<p>Диаметр: 420 mm<br /> Высота: 380 mm<br /> 3 x E27 max 60W</p>";1439,42;1151,54;1367,45;4%N;45;Nowodvorski_6895;2016-11-01;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;38;;42;42;;;;3;;;IP20;;Diva;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16815;"Внутреннее освещение/Люстры";"Alfa 16815 Diva";"<p>Диаметр: 420 mm<br /> Высота: 380 mm<br /> 4 x E27 max 60W</p>";1608,77;1287,02;1608,77;5%N;;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;38;;42;42;;;;4;;;IP20;;Diva;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16843;"Внутреннее освещение/Люстры";"Alfa 16843 Wiktoria";"<p>Диаметр: 500 mm<br /> Высота: 600 mm<br /> 3 x E14 max 40W</p>";1492,34;1193,87;1417,72;10N;;;;"С абажуром";Люстры;;;;;;;;;;;;;;60;;50;50;;;;3;;;IP20;;Wiktoria;;Ткань;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_16845;"Внутреннее освещение/Люстры";"Alfa 16845 Wiktoria";"<p>Диаметр: 500 mm<br /> Высота: 600 mm<br /> 5 x E14 max 40W</p>";1894,54;1515,63;1894,54;81ip;;;;"С абажуром";Люстры;;;;;;;;;;;;;;60;;50;50;;;;5;;;IP20;;Wiktoria;;Ткань;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_16853;"Внутреннее освещение/Люстры";"Alfa 16853 Harry";"<p>Диаметр: 560 mm<br /> Высота: 430 mm<br /> 3 x E27 max 60W</p>";1608,77;1287,02;1608,77;9%N;;Nowodvorski_6895;2016-11-01;Современные;Люстры;;;;;;;;;;;;;;43;;56;56;;;;3;;;IP20;;Harry;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16855;"Внутреннее освещение/Люстры";"Alfa 16855 Harry";"<p>Диаметр: 560 mm<br /> Высота: 430 mm<br /> 5 x E27 max 60W</p>";1989,79;1591,83;1989,79;2%;45;;;Современные;Люстры;;;;;;;;;;;;;;43;;56;56;;;;5;;;IP20;;Harry;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16863;"Внутреннее освещение/Люстры";"Alfa 16863 Montana";"<p>Диаметр: 570 mm<br /> Высота: 490 mm<br /> 3 x E27 max 60W</p>";1365,34;1092,27;1365,34;;;;;Современные;Люстры;;;;;;;;;;;;;;49;;57;57;;;;3;;;IP20;;Montana;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16865;"Внутреннее освещение/Люстры";"Alfa 16865 Montana";"<p>Диаметр: 570 mm<br /> Высота: 490 mm<br /> 5 x E27 max 60W</p>";1862,78;1490,22;1769,64;5%ipN;;;;Современные;Люстры;;;;;;;;;;;;;;49;;57;57;;;;5;;;IP20;;Montana;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16873;"Внутреннее освещение/Люстры";"Alfa 16873 Clint";"<p>Диаметр: 480 mm<br /> Высота: 330-500 mm<br /> 3 x E14 max 40W</p>";1566,43;1253,14;1488,11;9%;45;;;Современные;Люстры;;;;;;;;;;;;;;;;48;48;;;;3;;;IP20;;Clint;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16875;"Внутреннее освещение/Люстры";"Alfa 16875 Clint";"<p>Диаметр: 480 mm<br /> Высота: 330-500 mm<br /> 5 x E14 max 40W</p>";2063,88;1651,1;2063,88;;;;;Современные;Люстры;;;;;;;;;;;;;;;;48;48;;;;5;;;IP20;;Clint;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16883;"Внутреннее освещение/Люстры";"Alfa 16883 Fresco";"<p>Диаметр: 360 mm<br /> Высота: 440 mm<br /> 3 x E27 max 60W</p>";1735,78;1388,62;1648,99;75;45;Nowodvorski_6895;;Современные;Люстры;;;;;;;;;;;;;;44;;36;36;;;;3;;;IP20;;Fresco;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16884;"Внутреннее освещение/Люстры";"Alfa 16884 Fresco";"<p>Диаметр: 370 mm<br /> Высота: 480 mm<br /> 4 x E27 max 60W</p>";1989,79;1591,83;1989,79;14%N;;Nowodvorski_6895;2016-11-01;Современные;Люстры;;;;;;;;;;;;;;48;;37;37;;;;4;;;IP20;;Fresco;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16893;"Внутреннее освещение/Люстры";"Alfa 16893 Ofelia";"<p>Диаметр: 460 mm<br /> Высота: 180 mm<br /> 3 x E14 max 40W</p>";1153,66;922,928;1095,98;15%ipN;;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;18;;46;46;;;;3;;;IP20;;Ofelia;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16895;"Внутреннее освещение/Люстры";"Alfa 16895 Ofelia";"<p>Диаметр: 460 mm<br /> Высота: 180 mm<br /> 5 x E14 max 40W</p>";1439,42;1151,54;1439,42;14N;45;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;18;;46;46;;;;5;;;IP20;;Ofelia;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16912;"Внутреннее освещение/Люстры";"Alfa 16912 Grand";"<p>Диаметр: 600 mm<br /> Высота: 200 mm<br /> 2 x E27 max 60W</p>";1365,34;1092,27;1297,07;;;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;20;;;60;;;;2;;;IP20;;Grand;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16922;"Внутреннее освещение/Люстры";"Alfa 16922 Dante";"<p>Диаметр: 540 mm<br /> Высота: 160 mm<br /> 2 x E27 max 60W</p>";2487,24;1989,79;2362,88;108ip;45;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;16;;;54;;;;2;;;IP20;;Dante;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_16925;"Внутреннее освещение/Люстры";"Alfa 16925 Dante";"<p>Диаметр: 500 mm<br /> Высота: 160 mm<br /> 2 x E27 max 60W</p>";2487,24;1989,79;2487,24;88;45;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;16;;;50;;;;2;;;IP20;;Dante;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
