articul;category_path;name;txt;price;price_min;price_max;discount_formula;installation;gift_articul;gift_end_date;p_tip;p_vid;p_svetovoj_potok;p_sila_toka;p_visota_plafona;p_srok_garantii;p_forma;p_koefficient_moschnosti;p_srok_sluzhbi;p_tip_rasseivatelya;p_ugol_osvescheniya;p_ekvivalentnaya_moschnost;p_cvet_plafona;p_cvet_osnovi;p_geometriya;p_visota;p_shirina;p_diametr;p_dlina;p_glubina;p_glubina_vrezki;p_diametr_vrezki;p_kolichestvo_lamp;p_moschnost_odnoj_lampi;p_tip_cokolya;p_stepen_vlagozaschiti;p_komplektnost_lampi;p_seriya;p_cvetovaya_temperatura;p_material_plafona;p_material_osnovi;p_srok_dostavki;p_proizvoditel
Nowodvorski_5423;"Внутреннее освещение/Люстры";"Nowodvorski 5423 Salva";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5423</span></div><div><label>Источник света:</label> <span>GU10</span></div><div><label>Количество источников света:</label> <span>1</span></div><div><label>Мощность:</label> <span>40W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""height"">33cm</span><br /> <span class=""fi"">25cm</span><br /> </span></div></div>";845;676;845;31N;;;;"Недорогие;Потолочные;Современные";Люстры;;;;;;;;;;;;;;33;;25;;;;;1;;;IP20;;Salva;;Стекло;Металл;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5424;"Внутреннее освещение/Люстры";"Nowodvorski 5424 Salva";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5424</span></div><div><label>Источник света:</label> <span>GU10</span></div><div><label>Количество источников света:</label> <span>3</span></div><div><label>Мощность:</label> <span>40W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""height"">36cm</span><br /> <span class=""fi"">35cm</span><br /> </span></div></div>";1519,7;1215,76;1443,71;17%ipN;;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;36;;35;;;;;3;;;IP20;;Salva;;Стекло;Металл;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5425;"Внутреннее освещение/Люстры";"Nowodvorski 5425 Salva";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5425</span></div><div><label>Источник света:</label> <span>GU10</span></div><div><label>Количество источников света:</label> <span>3</span></div><div><label>Мощность:</label> <span>40W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""height"">55cm</span><br /> <span class=""fi"">35cm</span><br /> </span></div></div>";1373;1098,4;1373;24N;45;;;"Недорогие;Современные";Люстры;;;;;;;;;;;;;;55;;35;;;;;3;;;IP20;;Salva;;Стекло;Металл;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5428;"Внутреннее освещение/Люстры";"Nowodvorski 5428 Salva";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5428</span></div><div><label>Источник света:</label> <span>GU10</span></div><div><label>Количество источников света:</label> <span>5</span></div><div><label>Мощность:</label> <span>40W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""height"">38cm</span><br /> <span class=""fi"">35cm</span><br /> </span></div></div>";1929,2;1543,36;1832,74;7%ipN;;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;38;;35;;;;;5;;;IP20;;Salva;;Стекло;Металл;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5430;"Внутреннее освещение/Люстры";"Nowodvorski 5430 Salva";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5430</span></div><div><label>Источник света:</label> <span>GU10</span></div><div><label>Количество источников света:</label> <span>5</span></div><div><label>Мощность:</label> <span>40W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""height"">53cm</span><br /> <span class=""fi"">35cm</span><br /> </span></div></div>";1619;1295,2;1619;43N;45;Nowodvorski_6895;;Современные;Люстры;;;;;;;;;;;;;;55;;35;;;;;5;;;IP20;;Salva;;Стекло;Металл;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5433;"Внутреннее освещение/Люстры";"Nowodvorski 5433 Filament";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5433</span></div><div><label>Источник света:</label> <span>G9</span></div><div><label>Количество источников света:</label> <span>4</span></div><div><label>Мощность:</label> <span>40W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""width"">53cm</span><br /> <span class=""height"">15cm</span><br /> </span></div></div>";1738,1;1390,48;1738,1;12%ipN;45;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;14;;57;53;;;;4;;;IP20;;Filament;;;Металл;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5434;"Внутреннее освещение/Люстры";"Nowodvorski 5434 Filament";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5434</span></div><div><label>Источник света:</label> <span>G9</span></div><div><label>Количество источников света:</label> <span>6</span></div><div><label>Мощность:</label> <span>40W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""height"">14cm</span><br /> <span class=""fi"">56cm</span><br /> </span></div></div>";2466,1;1972,88;2342,8;97ip;;Nowodvorski_6895;2016-11-01;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;14;;56;;;;;6;;;IP20;;Filament;;;Металл;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5435;"Внутреннее освещение/Люстры";"Nowodvorski 5435 Filament";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5435</span></div><div><label>Источник света:</label> <span>G9</span></div><div><label>Количество источников света:</label> <span>3</span></div><div><label>Мощность:</label> <span>40W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""height"">26cm</span><br /> <span class=""fi"">41cm</span><br /> </span></div></div>";1737;1389,6;1650,15;;;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;23;;42;;;;;3;;;IP20;;Filament;;;Металл;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5436;"Внутреннее освещение/Люстры";"Nowodvorski 5436 Filament";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5436</span></div><div><label>Источник света:</label> <span>G9</span></div><div><label>Количество источников света:</label> <span>6</span></div><div><label>Мощность:</label> <span>40W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""height"">41-62cm</span><br /> <span class=""fi"">64cm</span><br /> </span></div></div>";2756;2204,8;2756;33ip;45;Nowodvorski_6895;2016-11-01;Современные;Люстры;;;;;;;;;;;;;;54;;68;;;;;6;;;IP20;;Filament;;;Металл;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5438;"Внутреннее освещение/Люстры";"Nowodvorski 5438 Filament";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5438</span></div><div><label>Источник света:</label> <span>G9</span></div><div><label>Количество источников света:</label> <span>3</span></div><div><label>Мощность:</label> <span>40W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""height"">12cm</span><br /> <span class=""fi"">35cm</span><br /> </span></div></div>";1447;1157,6;1374,65;1%;;Nowodvorski_6895;;"Недорогие;Потолочные;Современные";Люстры;;;;;;;;;;;;;;12;;35;;;;;3;;;IP20;;Filament;;;Металл;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_553;"Внутреннее освещение/Люстры";"Nowodvorski 553 Robin";"<p><span class=""prowidth"">25cm</span>, <span class=""prodeep"">16cm</span>, <br /> <span>1xE14 max 40W</span></p>";864,5;691,6;864,5;;;;;Недорогие;Люстры;;;;;;;;;;;;;;20;;42;;;;;2;;;IP20;;Robin;;Стекло;Металл;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5547;"Внутреннее освещение/Люстры";"Nowodvorski 5547 Malone Silver";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5547</span></div><div><label>Источник света:</label> <span>E27</span></div><div><label>Количество источников света:</label> <span>3</span></div><div><label>Мощность:</label> <span>60W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""width"">45cm</span><br /> <span class=""height"">15cm</span><br /> </span></div></div>";1155,7;924,56;1097,91;42;;Nowodvorski_6895;2016-11-01;"Недорогие;Потолочные;Современные";Люстры;;;;;;;;;;;;;;15;45;;45;;;;3;;;IP20;;"Malone Silver";;Стекло;Металл;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5548;"Внутреннее освещение/Люстры";"Nowodvorski 5548 Malone Silver";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5548</span></div><div><label>Источник света:</label> <span>E27</span></div><div><label>Количество источников света:</label> <span>4</span></div><div><label>Мощность:</label> <span>60W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""width"">29cm</span><br /> <span class=""height"">15cm</span><br /> </span></div></div>";1446,9;1157,52;1446,9;20%ipN;45;;;"Недорогие;Потолочные;Современные";Люстры;;;;;;;;;;;;;;15;29;;29;;;;4;;;IP20;;"Malone Silver";;Стекло;Металл;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5553;"Внутреннее освещение/Люстры";"Nowodvorski 5553 Powell Wenge";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5553</span></div><div><label>Источник света:</label> <span>E27</span></div><div><label>Количество источников света:</label> <span>6</span></div><div><label>Мощность:</label> <span>60W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""width"">44cm</span><br /> <span class=""height"">85cm</span><br /> </span></div></div>";3602;2881,6;3602;8%;45;;;"Подвесные;Современные";Люстры;;;;;;;;;;;;;;85;29;;44;;;;6;;;IP20;;"Powell Wenge";;Стекло;Дерево;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5555;"Внутреннее освещение/Люстры";"Nowodvorski 5555 Powell Wenge";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5555</span></div><div><label>Источник света:</label> <span>E27</span></div><div><label>Количество источников света:</label> <span>3</span></div><div><label>Мощность:</label> <span>60W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""width"">40cm</span><br /> <span class=""height"">13cm</span><br /> </span></div></div>";1600;1280;1600;55N;45;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;13;40;;40;;;;3;;;IP20;;"Powell Wenge";;Стекло;Дерево;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5556;"Внутреннее освещение/Люстры";"Nowodvorski 5556 Powell Wenge";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5556</span></div><div><label>Источник света:</label> <span>E27</span></div><div><label>Количество источников света:</label> <span>4</span></div><div><label>Мощность:</label> <span>60W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""width"">28,5cm</span><br /> <span class=""height"">16cm</span><br /> </span></div></div>";2292;1833,6;2177,4;5%N;45;Nowodvorski_6895;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;16;28,5;;29;;;;4;;;IP20;;"Powell Wenge";;Стекло;Дерево;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5557;"Внутреннее освещение/Люстры";"Nowodvorski 5557 Powell Wenge";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5557</span></div><div><label>Источник света:</label> <span>E27</span></div><div><label>Количество источников света:</label> <span>6</span></div><div><label>Мощность:</label> <span>60W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""width"">44cm</span><br /> <span class=""height"">16cm</span><br /> </span></div></div>";3056;2444,8;2903,2;;45;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;16;44;;44;;;;6;;;IP20;;"Powell Wenge";;Стекло;Дерево;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5563;"Внутреннее освещение/Люстры";"Nowodvorski 5563 Powell White";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5563</span></div><div><label>Источник света:</label> <span>E27</span></div><div><label>Количество источников света:</label> <span>6</span></div><div><label>Мощность:</label> <span>60W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""width"">44cm</span><br /> <span class=""height"">85cm</span><br /> </span></div></div>";3602;2881,6;3421,9;69ip;45;Nowodvorski_6895;;"Подвесные;Современные";Люстры;;;;;;;;;;;;;;85;44;;44;;;;6;;;IP20;;"Powell White";;Стекло;Дерево;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5565;"Внутреннее освещение/Люстры";"Nowodvorski 5565 Powell White";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5565</span></div><div><label>Источник света:</label> <span>E27</span></div><div><label>Количество источников света:</label> <span>3</span></div><div><label>Мощность:</label> <span>60W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""width"">40cm</span><br /> <span class=""height"">13cm</span><br /> </span></div></div>";1600;1280;1520;20%N;;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;13;40;;40;;;;3;;;IP20;;"Powell White";;Стекло;Дерево;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5566;"Внутреннее освещение/Люстры";"Nowodvorski 5566 Powell White";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5566</span></div><div><label>Источник света:</label> <span>E27</span></div><div><label>Количество источников света:</label> <span>4</span></div><div><label>Мощность:</label> <span>60W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""width"">28,5cm</span><br /> <span class=""height"">16cm</span><br /> </span></div></div>";2292;1833,6;2292;48;;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;16;29;;29;;;;4;;;IP20;;"Powell White";;Стекло;Дерево;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5567;"Внутреннее освещение/Люстры";"Nowodvorski 5567 Powell White";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5567</span></div><div><label>Источник света:</label> <span>E27</span></div><div><label>Количество источников света:</label> <span>6</span></div><div><label>Мощность:</label> <span>60W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""width"">44cm</span><br /> <span class=""height"">16cm</span><br /> </span></div></div>";3056;2444,8;2903,2;43;;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;16;44;;44;;;;6;;;IP20;;"Powell White";;Стекло;Дерево;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5580;"Внутреннее освещение/Люстры";"Nowodvorski 5580 Malone White";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5580</span></div><div><label>Источник света:</label> <span>E27</span></div><div><label>Количество источников света:</label> <span>3</span></div><div><label>Мощность:</label> <span>60W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""width"">45cm</span><br /> <span class=""height"">15cm</span><br /> </span></div></div>";1274;1019,2;1274;13%N;45;Nowodvorski_6895;2016-11-01;"Недорогие;Потолочные;Современные";Люстры;;;;;;;;;;;;;;15;45;;45;;;;3;;;IP20;;"Malone White";;Стекло;Металл;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5581;"Внутреннее освещение/Люстры";"Nowodvorski 5581 Malone White";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5581</span></div><div><label>Источник света:</label> <span>E27</span></div><div><label>Количество источников света:</label> <span>4</span></div><div><label>Мощность:</label> <span>60W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""width"">29cm</span><br /> <span class=""height"">15cm</span><br /> </span></div></div>";1565,2;1252,16;1565,2;70;;Nowodvorski_6895;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;15;29;;29;;;;4;;;IP20;;"Malone White";;Стекло;Металл;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5582;"Внутреннее освещение/Люстры";"Nowodvorski 5582 Malone Black";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5582</span></div><div><label>Источник света:</label> <span>E27</span></div><div><label>Количество источников света:</label> <span>1</span></div><div><label>Мощность:</label> <span>60W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""width"">14cm</span><br /> <span class=""height"">15cm</span><br /> </span></div></div>";627;501,6;595,65;17N;45;;;"Недорогие;Потолочные;Современные";Люстры;;;;;;;;;;;;;;15;14;;14;;;;1;;;IP20;;"Malone Black";;Стекло;Металл;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5583;"Внутреннее освещение/Люстры";"Nowodvorski 5583 Malone Black";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5583</span></div><div><label>Источник света:</label> <span>E27</span></div><div><label>Количество источников света:</label> <span>2</span></div><div><label>Мощность:</label> <span>60W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""width"">29cm</span><br /> <span class=""height"">15cm</span><br /> </span></div></div>";982;785,6;932,9;37ip;45;;;"Недорогие;Потолочные;Современные";Люстры;;;;;;;;;;;;;;15;29;;29;;;;2;;;IP20;;"Malone Black";;Стекло;Металл;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5584;"Внутреннее освещение/Люстры";"Nowodvorski 5584 Malone Black";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5584</span></div><div><label>Источник света:</label> <span>E27</span></div><div><label>Количество источников света:</label> <span>3</span></div><div><label>Мощность:</label> <span>60W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""width"">45cm</span><br /> <span class=""height"">15cm</span><br /> </span></div></div>";1273;1018,4;1209,35;53N;45;Nowodvorski_6895;;"Недорогие;Потолочные;Современные";Люстры;;;;;;;;;;;;;;15;45;;45;;;;3;;;IP20;;"Malone Black";;Стекло;Металл;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5585;"Внутреннее освещение/Люстры";"Nowodvorski 5585 Malone Black";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5585</span></div><div><label>Источник света:</label> <span>E27</span></div><div><label>Количество источников света:</label> <span>4</span></div><div><label>Мощность:</label> <span>60W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""width"">29cm</span><br /> <span class=""height"">15cm</span><br /> </span></div></div>";1565;1252;1486,75;;;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;15;29;;29;;;;4;;;IP20;;"Malone Black";;Стекло;Металл;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_560;"Внутреннее освещение/Люстры";"Nowodvorski 560 Robin";"<p><span class=""prowidth"">49cm</span>, <span class=""prodeep"">53cm</span>, <span class=""promaterial"">Sklejka, peszel</span><br /> <span>2xGU10 max 35W</span></p>";1283,1;1026,48;1283,1;5%;;Nowodvorski_6895;;Недорогие;Люстры;;;;;;;;;;;;;;30;;47;;;;;3;;;IP20;;Robin;;Стекло;Металл;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_561;"Внутреннее освещение/Люстры";"Nowodvorski 561 Robin";"<p><span class=""proheight"">33cm</span>, <span class=""prowidth"">27cm</span>, <br /> <span>1xE27 max 60W</span></p>";1956,5;1565,2;1956,5;16%N;45;;;Декоративные;Люстры;;;;;;;;;;;;;;30;;47;;;;;5;;;IP20;;Robin;;Стекло;Металл;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5745;"Внутреннее освещение/Люстры";"Nowodvorski 5745 Case";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5745</span></div><div><label>Источник света:</label> <span>E27</span></div><div><label>Количество источников света:</label> <span>1</span></div><div><label>Мощность:</label> <span>60W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>:</label> <span>ABAUR, KRYSZTAKI AKRYLOWE</span></div><div><label>Размеры :</label> <span> <span class=""height"">30cm</span><br /> <span class=""fi"">34cm</span><br /> </span></div></div>";2174,9;1739,92;2174,9;;;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;30;;34;;;;;1;;;IP20;;Case;;;;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5994;"Внутреннее освещение/Люстры";"Nowodvorski 5994 Baron";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5994</span></div><div><label>Источник света:</label> <span>E27</span></div><div><label>Количество источников света:</label> <span>3</span></div><div><label>Мощность:</label> <span>60W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>:</label> <span>ЛАКИРОВАНА СТАЛЬ, СТЕКЛО</span></div><div><label>Размеры :</label> <span> <span class=""height"">64cm</span><br /> <span class=""fi"">38cm</span><br /> </span></div></div>";1983,8;1587,04;1884,61;12%ipN;;;;"Классические;Подвесные";Люстры;;;;;;;;;;;;;;64;;38;;;;;3;;;IP20;;Baron;;;;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5996;"Внутреннее освещение/Люстры";"Nowodvorski 5996 Baron";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5996</span></div><div><label>Источник света:</label> <span>E27</span></div><div><label>Количество источников света:</label> <span>6</span></div><div><label>Мощность:</label> <span>60W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>:</label> <span>ЛАКИРОВАНА СТАЛЬ, СТЕКЛО</span></div><div><label>Размеры :</label> <span> <span class=""height"">120cm</span><br /> <span class=""fi"">82cm</span><br /> </span></div></div>";4186;3348,8;3976,7;42ip;45;Nowodvorski_6895;;"Классические;Подвесные";Люстры;;;;;;;;;;;;;;120;;82;;;;;6;;;IP20;;Baron;;;;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5997;"Внутреннее освещение/Люстры";"Nowodvorski 5997 Baron";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5997</span></div><div><label>Источник света:</label> <span>E27</span></div><div><label>Количество источников света:</label> <span>8</span></div><div><label>Мощность:</label> <span>60W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>:</label> <span>ЛАКИРОВАНА СТАЛЬ, СТЕКЛО</span></div><div><label>Размеры :</label> <span> <span class=""height"">120cm</span><br /> <span class=""fi"">85cm</span><br /> </span></div></div>";5596,5;4477,2;5596,5;;45;;;"Классические;Подвесные";Люстры;;;;;;;;;;;;;;120;;85;;;;;8;;;IP20;;Baron;;;;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_6328;"Внутреннее освещение/Люстры";"Nowodvorski 6328 Margaret";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>6328</span></div><div><label>Источник света:</label> <span>E14</span></div><div><label>Количество источников света:</label> <span>5</span></div><div><label>Мощность:</label> <span>60W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>:</label> <span>STAL LAKIEROWANA</span></div><div><label>Размеры :</label> <span> <span class=""height"">140cm</span><br /> <span class=""fi"">60cm</span><br /> </span></div></div>";1446,9;1157,52;1446,9;22ip;45;;;"Классические;Недорогие;Подвесные";Люстры;;;;;;;;;;;;;;140;;60;;;;;5;;;IP20;;Margaret;;;;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_6330;"Внутреннее освещение/Люстры";"Nowodvorski 6330 Margaret";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>6330</span></div><div><label>Источник света:</label> <span>E14</span></div><div><label>Количество источников света:</label> <span>5</span></div><div><label>Мощность:</label> <span>60W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>:</label> <span>STAL LAKIEROWANA</span></div><div><label>Размеры :</label> <span> <span class=""height"">140cm</span><br /> <span class=""fi"">60cm</span><br /> </span></div></div>";1446,9;1157,52;1446,9;19%N;45;;;"Классические;Недорогие;Подвесные";Люстры;;;;;;;;;;;;;;140;;60;;;;;5;;;IP20;;Margaret;;;;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_6386;"Внутреннее освещение/Люстры";"Nowodvorski 6386 Loop Led Gray";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>6386</span></div><div><label>Источник света:</label> <span>LED</span></div><div><label>Количество источников света:</label> <span>1</span></div><div><label>Мощность:</label> <span>12W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>:</label> <span>STAL LAKIEROWANA, SKLEJKA, PMMA</span></div><div><label>Размеры :</label> <span> <span class=""height"">21cm</span><br /> <span class=""fi"">21cm</span><br /> </span></div></div>";1738,1;1390,48;1651,19;17%N;45;;;"Потолочные;Светодиодные;Современные";Люстры;;;;;;;;;;;;;;21;;22;;;;;1;;;IP20;;"Loop Led Gray";;;;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_6388;"Внутреннее освещение/Люстры";"Nowodvorski 6388 Loop Led Gray";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>6388</span></div><div><label>Источник света:</label> <span>LED</span></div><div><label>Количество источников света:</label> <span>2</span></div><div><label>Мощность:</label> <span>12W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>:</label> <span>STAL LAKIEROWANA, SKLEJKA, PMMA</span></div><div><label>Размеры :</label> <span> <span class=""width"">56cm</span><br /> <span class=""height"">31cm</span><br /> </span></div></div>";3094;2475,2;2939,3;;45;;;"Потолочные;Светодиодные;Современные";Люстры;;;;;;;;;;;;;;31;56;;;;;;2;;;IP20;;"Loop Led Gray";;;;"2-4 недели";"Nowodvorski (Польша)"
